#Matching species	Similarity (%)
Bifidobacterium faecale--Bifidobacteriaceae--KF990498 (Valid)	99.7206703911
Bifidobacterium adolescentis--Bifidobacteriaceae--AP009256 (Valid)	99.1635687732
Bifidobacterium ruminantium--Bifidobacteriaceae--D86197 (Valid)	98.8847583643
Bifidobacterium pseudocatenulatum--Bifidobacteriaceae--D86187 (Valid)	98.0446927374
Bifidobacterium catenulatum--Bifidobacteriaceae--AF432082 (Valid)	97.9420018709
Bifidobacterium kashiwanohense--Bifidobacteriaceae--AB425276 (Valid)	97.2998137803
Bifidobacterium dentium--Bifidobacteriaceae--D86183 (Valid)	97.2118959108
Bifidobacterium angulatum--Bifidobacteriaceae--D86182 (Valid)	96.9273743017
Bifidobacterium merycicum--Bifidobacteriaceae--D86192 (Valid)	96.4618249534
Bifidobacterium moukalabense--Bifidobacteriaceae--AB821293 (Valid)	96.282527881
Bifidobacterium mongoliense--Bifidobacteriaceae--AB433856 (Valid)	95.9888059701
Bifidobacterium asteroides--Bifidobacteriaceae--EF187235 (Valid)	95.8130477118
Bifidobacterium callitrichos--Bifidobacteriaceae--AB559503 (Valid)	95.802238806
Bifidobacterium aesculapii--Bifidobacteriaceae--KC807989 (Valid)	95.6888472352
Bifidobacterium scardovii--Bifidobacteriaceae--AJ307005 (Valid)	95.639246779
Bifidobacterium stellenboschense--Bifidobacteriaceae--AB559505 (Valid)	95.6279069767
Bifidobacterium thermophilum--Bifidobacteriaceae--GU361834 (Valid)	95.6279069767
Bifidobacterium boum--Bifidobacteriaceae--D86190 (Valid)	95.6279069767
Bifidobacterium thermacidophilum--Bifidobacteriaceae--AY148470 (Valid)	95.5348837209
Bifidobacterium breve--Bifidobacteriaceae--AB006658 (Valid)	95.3531598513
Bifidobacterium gallicum--Bifidobacteriaceae--D86189 (Valid)	95.3531598513
Bifidobacterium longum--Bifidobacteriaceae--AB924532 (Valid)	95.3358208955
Bifidobacterium ramosum--Bifidobacteriaceae--KU051447 (Valid)	95.1474785918
Bifidobacterium eulemuris--Bifidobacteriaceae--KP979748 (Valid)	95.1127819549
Bifidobacterium bifidum--Bifidobacteriaceae--U25952 (Valid)	95.0651769088
Bifidobacterium tissierii--Bifidobacteriaceae--KP718951 (Valid)	95.0605778192
Bifidobacterium saeculare--Bifidobacteriaceae--D89328 (Valid)	95.0559701493
Bifidobacterium pullorum--Bifidobacteriaceae--D86196 (Valid)	95.0559701493
Bifidobacterium hapali--Bifidobacteriaceae--KP718941 (Valid)	95.0485436893
Bifidobacterium longum--Bifidobacteriaceae--D86184 (Valid)	94.9626865672
Bifidobacterium biavatii--Bifidobacteriaceae--AB559506 (Valid)	94.9330783939
Bifidobacterium lemurum--Bifidobacteriaceae--KJ658281 (Valid)	94.9200376294
Bifidobacterium reuteri--Bifidobacteriaceae--AB613259 (Valid)	94.9136276392
Bifidobacterium indicum--Bifidobacteriaceae--D86188 (Valid)	94.8694029851
Bifidobacterium subtile--Bifidobacteriaceae--D89378 (Valid)	94.776119403
Bifidobacterium gallinarum--Bifidobacteriaceae--D86191 (Valid)	94.7712418301
Bifidobacterium aerophilum--Bifidobacteriaceae--KU051444 (Valid)	94.7619047619
Bifidobacterium tsurumiense--Bifidobacteriaceae--AB241106 (Valid)	94.6877912395
Bifidobacterium psychraerophilum--Bifidobacteriaceae--AY174108 (Valid)	94.6615824595
Bifidobacterium animalis--Bifidobacteriaceae--AB050136 (Valid)	94.5167286245
Bifidobacterium saguini--Bifidobacteriaceae--AB559504 (Valid)	94.3486590038
Bifidobacterium choerinum--Bifidobacteriaceae--D86186 (Valid)	94.2379182156
Bifidobacterium thermacidophilum--Bifidobacteriaceae--AB016246 (Valid)	94.1395348837
Bifidobacterium longum--Bifidobacteriaceae--M58739 (Valid)	94.1066417212
Bifidobacterium longum--Bifidobacteriaceae--M58743 (Valid)	94.0900562852
Bifidobacterium pseudolongum--Bifidobacteriaceae--D86194 (Valid)	94.0520446097
Bifidobacterium cuniculi--Bifidobacteriaceae--GU361818 (Valid)	94.0520446097
Bifidobacterium pseudolongum--Bifidobacteriaceae--D86195 (Valid)	93.9591078067
Bifidobacterium animalis--Bifidobacteriaceae--D86185 (Valid)	93.9591078067
Bifidobacterium minimum--Bifidobacteriaceae--M58741 (Valid)	93.9024390244
