#Matching species	Similarity (%)
Oscillibacter ruminantium--Oscillospiraceae--JF750939 (Valid)	96.09375
Oscillibacter valericigenes--Oscillospiraceae--AB238598 (Valid)	95.4070981211
Intestinimonas butyriciproducens--Ruminococcaceae--KC311367 (Valid)	91.7884481559
Flavonifractor plautii--Unclassified Clostridiales--AY724678 (Valid)	91.4046121593
Pseudoflavonifractor capillosus--Unclassified Clostridiales--AY136666 (Valid)	91.301322199
Sporobacter termitidis--Ruminococcaceae--Z49863 (Valid)	90.756302521
Clostridium viride--Clostridiaceae--X81125 (Valid)	90.5726256983
Clostridium methylpentosum--Clostridiaceae--Y18181 (Valid)	90.0768693222
Ruminococcus albus--Ruminococcaceae--L76598 (Valid)	89.7784131523
Papillibacter cinnamivorans--Ruminococcaceae--AF167711 (Valid)	89.7489539749
Butyricicoccus faecihominis--Clostridiaceae--LC082228 (Valid)	89.2983699504
Agathobaculum butyriciproducens--Ruminococcaceae--KP889099 (Valid)	89.0613451589
Harryflintia acetispora--Ruminococcaceae--KU999999 (Valid)	89.0521675239
Ruminococcus bromii--Ruminococcaceae--L76600 (Valid)	88.8808139535
Ruminococcus champanellensis--Ruminococcaceae--AJ515913 (Valid)	88.6613021214
Anaerobacterium chartisolvens--Ruminococcaceae--AB793710 (Valid)	88.6315789474
Butyricicoccus pullicaecorum--Clostridiaceae--EU410376 (Valid)	88.3947185546
Anaerotruncus colihominis--Ruminococcaceae--AJ315980 (Valid)	88.3922134102
Ruminococcus callidus--Ruminococcaceae--L76596 (Valid)	87.8832116788
Ruminococcus flavefaciens--Ruminococcaceae--L76603 (Valid)	87.7521613833
Clostridium straminisolvens--Clostridiaceae--AB125279 (Valid)	87.702037948
Agathobaculum desmolans--Ruminococcaceae--L34618 (Valid)	87.6388888889
Anaerofilum pentosovorans--Ruminococcaceae--X97852 (Valid)	87.5698324022
Caproiciproducens galactitolivorans--Unclassified Clostridiales--FJ805840 (Valid)	87.456201822
Pseudobacteroides cellulosolvens--Ruminococcaceae--HE862234 (Valid)	87.4559548978
Anaerofilum agile--Ruminococcaceae--X98011 (Valid)	87.2905027933
Clostridium termitidis--Clostridiaceae--FR733680 (Valid)	86.9839048286
Clostridium sufflavum--Clostridiaceae--AB267266 (Valid)	86.9627507163
Clostridium cellobioparum--Clostridiaceae--X71856 (Valid)	86.9139258223
Clostridium papyrosolvens--Clostridiaceae--X71852 (Valid)	86.7739678097
Acetivibrio cellulolyticus--Ruminococcaceae--L35516 (Valid)	86.71875
Bacteroides cellulosolvens--Bacteroidaceae--L35517 (Valid)	86.6572036906
Herbivorax saccincola--Ruminococcaceae--LN868252 (Valid)	86.6283249461
Mageeibacillus indolicus--Ruminococcaceae--GQ900631 (Valid)	86.5870786517
Clostridium aldrichii--Clostridiaceae--X71846 (Valid)	86.3636363636
Hydrogenoanaerobacterium saccharovorans--Ruminococcaceae--EU158190 (Valid)	86.3509749304
Saccharofermentans acetigenes--Clostridiaceae--AY949857 (Valid)	86.312849162
Clostridium thermocellum--Clostridiaceae--CP000568 (Valid)	86.2430167598
Clostridium alkalicellulosi--Clostridiaceae--AY959944 (Valid)	86.2334032145
Clostridium leptum--Clostridiaceae--AJ305238 (Valid)	85.9734822052
Acutalibacter muris--Clostridiaceae--KR364749 (Valid)	85.8627858628
Clostridium clariflavum--Clostridiaceae--AB186359 (Valid)	85.6745479833
Fournierella massiliensis--Ruminococcaceae--LN846908 (Valid)	85.6150104239
Clostridium stercorarium--Clostridiaceae--AF266461 (Valid)	85.5354659249
Clostridium stercorarium--Clostridiaceae--AJ310082 (Valid)	85.4760250174
Ercella succinigenes--Ruminococcaceae--HG003571 (Valid)	85.296324081
Clostridium hungatei--Clostridiaceae--FR749966 (Valid)	85.1980542043
Ruthenibacterium lactatiformans--Ruminococcaceae--KM098109 (Valid)	84.850590688
Clostridium cellulolyticum--Clostridiaceae--X71847 (Valid)	84.3532684284
Clostridium thermosuccinogenes--Clostridiaceae--Y18180 (Valid)	83.2638888889
