#Matching species	Similarity (%)
Parabacteroides distasonis--Porphyromonadaceae--AB238922 (Valid)	98.7603305785
Parabacteroides merdae--Porphyromonadaceae--AB238928 (Valid)	94.2148760331
Parabacteroides johnsonii--Porphyromonadaceae--AB261128 (Valid)	93.5950413223
Parabacteroides faecis--Porphyromonadaceae--AB739697 (Valid)	93.3333333333
Parabacteroides chinchillae--Porphyromonadaceae--AB574482 (Valid)	93.044077135
Parabacteroides goldsteinii--Porphyromonadaceae--AY974070 (Valid)	92.5340990668
Parabacteroides gordonii--Porphyromonadaceae--AB470343 (Valid)	92.3342541436
Parabacteroides chartae--Porphyromonadaceae--JN029805 (Valid)	91.8676774638
Macellibacteroides fermentans--Porphyromonadaceae--HQ020488 (Valid)	91.7298414886
Tannerella forsythia--Porphyromonadaceae--AB035460 (Valid)	88.5734072022
Paludibacter propionicigenes--Porphyromonadaceae--AB078842 (Valid)	87.7338877339
Dysgonomonas termitidis--Porphyromonadaceae--AB971823 (Valid)	87.724137931
Petrimonas mucosa--Porphyromonadaceae--KP233808 (Valid)	87.3515024458
Dysgonomonas capnocytophagoides--Porphyromonadaceae--U41355 (Valid)	87.258953168
Petrimonas sulfuriphila--Porphyromonadaceae--AY570690 (Valid)	87.2068230277
Dysgonomonas macrotermitis--Porphyromonadaceae--HG315620 (Valid)	87.1903750885
Dysgonomonas mossii--Porphyromonadaceae--AJ319867 (Valid)	87.1169916435
Proteiniphilum acetatigenes--Porphyromonadaceae--AY742226 (Valid)	87.0165745856
Porphyromonas pogonae--Porphyromonadaceae--HM583587 (Valid)	86.9992972593
Proteiniphilum saccharofermentans--Porphyromonadaceae--KP233809 (Valid)	86.9318181818
Bacteroides nordii--Bacteroidaceae--AY608697 (Valid)	86.8794326241
Dysgonomonas alginatilytica--Porphyromonadaceae--LC021528 (Valid)	86.8603042877
Dysgonomonas oryzarvi--Porphyromonadaceae--AB547446 (Valid)	86.8255080589
Bacteroides luti--Bacteroidaceae--AB787271 (Valid)	86.7963863794
Bacteroides stercorirosoris--Bacteroidaceae--AB574481 (Valid)	86.7128027682
Bacteroides thetaiotaomicron--Bacteroidaceae--AE015928 (Valid)	86.703601108
Bacteroides uniformis--Bacteroidaceae--AB050110 (Valid)	86.6382373845
Bacteroides faecis--Bacteroidaceae--GQ496624 (Valid)	86.5464632455
Bacteroides rodentium--Bacteroidaceae--AB531489 (Valid)	86.5331491713
Dysgonomonas gadei--Porphyromonadaceae--Y18530 (Valid)	86.4734299517
Coprobacter fastidiosus--Porphyromonadaceae--JN703378 (Valid)	86.4734299517
Bacteroides barnesiae--Bacteroidaceae--AB253726 (Valid)	86.4453665284
Dysgonomonas hofstadii--Porphyromonadaceae--FN356023 (Valid)	86.4453665284
Bacteroides coprophilus--Bacteroidaceae--AB260026 (Valid)	86.4231564438
Bacteroides fluxus--Bacteroidaceae--AB490802 (Valid)	86.4077669903
Bacteroides oleiciplenus--Bacteroidaceae--AB490803 (Valid)	86.3478863479
Bacteroides faecichinchillae--Bacteroidaceae--AB574480 (Valid)	86.3070539419
Fermentimonas caenicola--Porphyromonadaceae--KP233810 (Valid)	86.2947658402
Bacteroides ovatus--Bacteroidaceae--AB050108 (Valid)	86.2908837857
Barnesiella intestinihominis--Porphyromonadaceae--AB370251 (Valid)	86.2378976487
Bacteroides clarus--Bacteroidaceae--AB490801 (Valid)	86.0706860707
Bacteroides fragilis--Bacteroidaceae--CR626927 (Valid)	86.0689655172
Bacteroides gallinarum--Bacteroidaceae--AB253732 (Valid)	86.0400829302
Bacteroides sartorii--Bacteroidaceae--GQ456204 (Valid)	85.9903381643
Barnesiella viscericola--Porphyromonadaceae--AB267809 (Valid)	85.9213250518
Bacteroides acidifaciens--Bacteroidaceae--AB021164 (Valid)	85.8823529412
Bacteroides massiliensis--Bacteroidaceae--AY126616 (Valid)	85.7931034483
Bacteroides intestinalis--Bacteroidaceae--AB214328 (Valid)	85.7044198895
Porphyromonas loveana--Porphyromonadaceae--EU012300 (Valid)	85.6551724138
Bacteroides caecimuris--Bacteroidaceae--KR364741 (Valid)	85.635359116
