#Matching species	Similarity (%)
Ruminococcus albus--Ruminococcaceae--L76598 (Valid)	93.9285714286
Ruminococcus champanellensis--Ruminococcaceae--AJ515913 (Valid)	91.2948061448
Ruminococcus flavefaciens--Ruminococcaceae--L76603 (Valid)	91.2698412698
Clostridium methylpentosum--Clostridiaceae--Y18181 (Valid)	90.9604519774
Ruminococcus callidus--Ruminococcaceae--L76596 (Valid)	90.7299270073
Harryflintia acetispora--Ruminococcaceae--KU999999 (Valid)	90.5813097866
Acetanaerobacterium elongatum--Ruminococcaceae--AY487928 (Valid)	90.2354570637
Hydrogenoanaerobacterium saccharovorans--Ruminococcaceae--EU158190 (Valid)	90.0207900208
Caproiciproducens galactitolivorans--Unclassified Clostridiales--FJ805840 (Valid)	88.7726638773
Acutalibacter muris--Clostridiaceae--KR364749 (Valid)	88.7430939227
Eubacterium siraeum--Eubacteriaceae--L34625 (Valid)	88.5554780181
Clostridium jeddahense--Clostridiaceae--HG726040 (Valid)	88.4279475983
Anaerotruncus colihominis--Ruminococcaceae--AJ315980 (Valid)	88.4195193008
Ruthenibacterium lactatiformans--Ruminococcaceae--KM098109 (Valid)	88.0359612725
Agathobaculum butyriciproducens--Ruminococcaceae--KP889099 (Valid)	87.9737609329
Anaerofilum pentosovorans--Ruminococcaceae--X97852 (Valid)	87.9128601546
Butyricicoccus pullicaecorum--Clostridiaceae--EU410376 (Valid)	87.9060124395
Anaerofilum agile--Ruminococcaceae--X98011 (Valid)	87.7637130802
Ethanoligenens harbinense--Ruminococcaceae--AY295777 (Valid)	87.6826722338
Clostridium leptum--Clostridiaceae--AJ305238 (Valid)	87.5690607735
Intestinimonas butyriciproducens--Ruminococcaceae--KC311367 (Valid)	87.439278279
Butyricicoccus faecihominis--Clostridiaceae--LC082228 (Valid)	87.3299928418
Gemmiger formicilis--Hyphomicrobiaceae--GU562446 (Valid)	87.2959545777
Fournierella massiliensis--Ruminococcaceae--LN846908 (Valid)	86.7911479945
Flavonifractor plautii--Unclassified Clostridiales--AY724678 (Valid)	86.7595818815
Papillibacter cinnamivorans--Ruminococcaceae--AF167711 (Valid)	86.6804692892
Sporobacter termitidis--Ruminococcaceae--Z49863 (Valid)	86.5145228216
Clostridium termitidis--Clostridiaceae--FR733680 (Valid)	86.4958448753
Pseudoflavonifractor capillosus--Unclassified Clostridiales--AY136666 (Valid)	86.4677307425
Ruminococcus bromii--Ruminococcaceae--L76600 (Valid)	86.3272727273
Oscillibacter valericigenes--Oscillospiraceae--AB238598 (Valid)	86.2717770035
Clostridium sporosphaeroides--Clostridiaceae--X66002 (Valid)	86.2617498192
Clostridium cellulosi--Clostridiaceae--L09177 (Valid)	86.2283737024
Clostridium alkalicellulosi--Clostridiaceae--AY959944 (Valid)	86.1591695502
Acetivibrio cellulolyticus--Ruminococcaceae--L35516 (Valid)	86.144156753
Clostridium cellobioparum--Clostridiaceae--X71856 (Valid)	86.08033241
Oscillibacter ruminantium--Oscillospiraceae--JF750939 (Valid)	85.7752489331
Clostridium papyrosolvens--Clostridiaceae--X71852 (Valid)	85.6747404844
Subdoligranulum variabile--Ruminococcaceae--AJ518869 (Valid)	85.6135401975
Clostridium viride--Clostridiaceae--X81125 (Valid)	85.6050069541
Clostridium straminisolvens--Clostridiaceae--AB125279 (Valid)	85.6044723969
Faecalibacterium prausnitzii--Ruminococcaceae--AJ413954 (Valid)	85.4570637119
Clostridium thermocellum--Clostridiaceae--CP000568 (Valid)	85.40802213
Pseudobacteroides cellulosolvens--Ruminococcaceae--HE862234 (Valid)	85.2083333333
Clostridium thermosuccinogenes--Clostridiaceae--Y18180 (Valid)	85.1108033241
Agathobaculum desmolans--Ruminococcaceae--L34618 (Valid)	85.0662944871
Clostridium sufflavum--Clostridiaceae--AB267266 (Valid)	84.8056537102
Eubacterium coprostanoligenes--Eubacteriaceae--HM037995 (Valid)	84.753984754
Lutispora thermophila--Clostridiaceae--AB186360 (Valid)	84.7505270555
Clostridium clariflavum--Clostridiaceae--AB186359 (Valid)	84.2657342657
