#Matching species	Similarity (%)
Coprococcus comes--Lachnospiraceae--EF031542 (Valid)	95.7960027567
Ruminococcus lactaris--Ruminococcaceae--L76602 (Valid)	95.6397426733
Murimonas intestini--Lachnospiraceae--KC311366 (Valid)	95.3081232493
Ruminococcus torques--Ruminococcaceae--L76604 (Valid)	95.2683615819
Clostridium lavalense--Clostridiaceae--EF564277 (Valid)	95.1724137931
Ruminococcus faecis--Ruminococcaceae--FJ611794 (Valid)	95.0784593438
Clostridium clostridioforme--Clostridiaceae--M59089 (Valid)	95.0515463918
Hungatella hathewayi--Clostridiaceae--AJ311620 (Valid)	95.0314905528
Frisingicoccus caecimuris--Unclassified Clostridiales--KR364774 (Valid)	95.0245269797
Fusicatenibacter saccharivorans--Clostridiaceae--AB698910 (Valid)	94.9402670415
Blautia producta--Unclassified Clostridiales--L76595 (Valid)	94.9295774648
Roseburia inulinivorans--Lachnospiraceae--AJ270473 (Valid)	94.8717948718
Clostridium citroniae--Clostridiaceae--DQ279737 (Valid)	94.8519040903
Clostridium xylanolyticum--Clostridiaceae--X76739 (Valid)	94.839609484
Roseburia intestinalis--Lachnospiraceae--AJ312385 (Valid)	94.8016415869
Lactonifactor longoviformis--Clostridiaceae--DQ100449 (Valid)	94.7294448349
Roseburia faecis--Lachnospiraceae--AY305310 (Valid)	94.6896551724
Clostridium amygdalinum--Clostridiaceae--AY353957 (Valid)	94.5242984257
Ruminococcus gauvreauii--Ruminococcaceae--EF529620 (Valid)	94.4903581267
Clostridium bolteae--Clostridiaceae--AJ508452 (Valid)	94.3344709898
Clostridium indolis--Clostridiaceae--Y18184 (Valid)	94.2662116041
Faecalimonas umbilicata--Lachnospiraceae--LC192831 (Valid)	94.262295082
Blautia hydrogenotrophica--Unclassified Clostridiales--X95624 (Valid)	94.2188575361
Blautia coccoides--Unclassified Clostridiales--AB571656 (Valid)	94.1979522184
Hespellia porcina--Lachnospiraceae--AF445239 (Valid)	94.1747572816
Ruminococcus gnavus--Ruminococcaceae--X94967 (Valid)	94.1500344116
Marvinbryantia formatexigens--Lachnospiraceae--AJ505973 (Valid)	94.1257774706
Desulfotomaculum guttoideum--Peptococcaceae--Y11568 (Valid)	94.0614334471
Blautia hansenii--Unclassified Clostridiales--AB534168 (Valid)	94.0573770492
Roseburia hominis--Lachnospiraceae--AJ270482 (Valid)	94.0533151059
Clostridium glycyrrhizinilyticum--Clostridiaceae--AB233029 (Valid)	93.9890710383
Falcatimonas natans--Lachnospiraceae--AB298726 (Valid)	93.7201365188
Clostridium saccharolyticum--Clostridiaceae--Y18185 (Valid)	93.6475409836
Clostridium algidixylanolyticum--Clostridiaceae--AF092549 (Valid)	93.6475409836
Clostridium symbiosum--Clostridiaceae--M59112 (Valid)	93.5483870968
Clostridium asparagiforme--Clostridiaceae--AJ582080 (Valid)	93.5082872928
Clostridium nexile--Clostridiaceae--X73443 (Valid)	93.4020618557
Robinsoniella peoriensis--Lachnospiraceae--AF445285 (Valid)	93.3743169399
Clostridium aerotolerans--Clostridiaceae--X76163 (Valid)	93.3471933472
Faecalicatena contorta--Lachnospiraceae--FR749946 (Valid)	93.237704918
Faecalicatena orotica--Lachnospiraceae--FR749917 (Valid)	93.0327868852
Faecalicatena fissicatena--Lachnospiraceae--FR749936 (Valid)	93.0327868852
Hespellia stercorisuis--Lachnospiraceae--AF445264 (Valid)	92.9509329648
Clostridium sphenoides--Clostridiaceae--AB075772 (Valid)	92.8180574555
Clostridium celerecrescens--Clostridiaceae--X71848 (Valid)	92.6279863481
Clostridium fimetarium--Clostridiaceae--AF126687 (Valid)	92.6229508197
Clostridium methoxybenzovorans--Clostridiaceae--AF067965 (Valid)	92.4914675768
Blautia schinkii--Unclassified Clostridiales--X94965 (Valid)	92.3658872077
Eubacterium oxidoreducens--Eubacteriaceae--FR733672 (Valid)	92.2077922078
Eubacterium hadrum--Eubacteriaceae--FR749932 (Valid)	91.1202185792
