#Matching species	Similarity (%)
Faecalibacterium prausnitzii--Ruminococcaceae--AJ413954 (Valid)	98.0676328502
Gemmiger formicilis--Hyphomicrobiaceae--GU562446 (Valid)	92.9936305732
Fournierella massiliensis--Ruminococcaceae--LN846908 (Valid)	91.7931034483
Subdoligranulum variabile--Ruminococcaceae--AJ518869 (Valid)	91.1205073996
Ruthenibacterium lactatiformans--Ruminococcaceae--KM098109 (Valid)	90.7586206897
Anaerofilum agile--Ruminococcaceae--X98011 (Valid)	89.3333333333
Anaerofilum pentosovorans--Ruminococcaceae--X97852 (Valid)	89.3333333333
Agathobaculum butyriciproducens--Ruminococcaceae--KP889099 (Valid)	87.7001455604
Clostridium methylpentosum--Clostridiaceae--Y18181 (Valid)	87.4823196605
Ruminococcus callidus--Ruminococcaceae--L76596 (Valid)	87.4452554745
Butyricicoccus faecihominis--Clostridiaceae--LC082228 (Valid)	87.1152469578
Eubacterium siraeum--Eubacteriaceae--L34625 (Valid)	87.0111731844
Harryflintia acetispora--Ruminococcaceae--KU999999 (Valid)	86.9661266568
Ethanoligenens harbinense--Ruminococcaceae--AY295777 (Valid)	86.9171885873
Ruminococcus albus--Ruminococcaceae--L76598 (Valid)	86.9005010737
Caproiciproducens galactitolivorans--Unclassified Clostridiales--FJ805840 (Valid)	86.8715083799
Ruminococcus flavefaciens--Ruminococcaceae--L76603 (Valid)	86.8402024584
Butyricicoccus pullicaecorum--Clostridiaceae--EU410376 (Valid)	86.7911479945
Clostridium leptum--Clostridiaceae--AJ305238 (Valid)	86.7176634214
Anaerotruncus colihominis--Ruminococcaceae--AJ315980 (Valid)	86.4628820961
Acetanaerobacterium elongatum--Ruminococcaceae--AY487928 (Valid)	86.1187845304
Intestinimonas butyriciproducens--Ruminococcaceae--KC311367 (Valid)	86.0416666667
Clostridium jeddahense--Clostridiaceae--HG726040 (Valid)	86.0363636364
Clostridium cellulosi--Clostridiaceae--L09177 (Valid)	86.0110803324
Acutalibacter muris--Clostridiaceae--KR364749 (Valid)	85.9903381643
Hydrogenoanaerobacterium saccharovorans--Ruminococcaceae--EU158190 (Valid)	85.6648199446
Clostridium thermocellum--Clostridiaceae--CP000568 (Valid)	85.6254319281
Clostridium alkalicellulosi--Clostridiaceae--AY959944 (Valid)	85.5662983425
Ruminococcus champanellensis--Ruminococcaceae--AJ515913 (Valid)	85.5157278713
Flavonifractor plautii--Unclassified Clostridiales--AY724678 (Valid)	85.0767085077
Agathobaculum desmolans--Ruminococcaceae--L34618 (Valid)	85.0454227813
Pseudoflavonifractor capillosus--Unclassified Clostridiales--AY136666 (Valid)	85.0
Clostridium viride--Clostridiaceae--X81125 (Valid)	84.9200833912
Sporobacter termitidis--Ruminococcaceae--Z49863 (Valid)	84.9030470914
Clostridium straminisolvens--Clostridiaceae--AB125279 (Valid)	84.8463687151
Acetivibrio cellulolyticus--Ruminococcaceae--L35516 (Valid)	84.8463687151
Pseudobacteroides cellulosolvens--Ruminococcaceae--HE862234 (Valid)	84.8127600555
Herbivorax saccincola--Ruminococcaceae--LN868252 (Valid)	84.5661450925
Oscillibacter valericigenes--Oscillospiraceae--AB238598 (Valid)	84.5562543676
Ruminococcus bromii--Ruminococcaceae--L76600 (Valid)	84.5481049563
Bacteroides cellulosolvens--Bacteroidaceae--L35517 (Valid)	84.2767295597
Eubacterium coprostanoligenes--Eubacteriaceae--HM037995 (Valid)	84.2727905358
Clostridium papyrosolvens--Clostridiaceae--X71852 (Valid)	84.163208852
Anaerobacterium chartisolvens--Ruminococcaceae--AB793710 (Valid)	83.986013986
Clostridium sporosphaeroides--Clostridiaceae--X66002 (Valid)	83.9595375723
Mageeibacillus indolicus--Ruminococcaceae--GQ900631 (Valid)	83.9583333333
Clostridium termitidis--Clostridiaceae--FR733680 (Valid)	83.8397790055
Blautia coccoides--Unclassified Clostridiales--AB571656 (Valid)	83.6212854181
Clostridium cellobioparum--Clostridiaceae--X71856 (Valid)	83.5635359116
Clostridium clariflavum--Clostridiaceae--AB186359 (Valid)	83.2285115304
