#Matching species	Similarity (%)
Blautia stercoris--Unclassified Clostridiales--HM626177 (Valid)	98.6151603499
Blautia producta--Unclassified Clostridiales--L76595 (Valid)	97.4647887324
Ruminococcus faecis--Ruminococcaceae--FJ611794 (Valid)	97.2222222222
Roseburia inulinivorans--Lachnospiraceae--AJ270473 (Valid)	97.0914127424
Ruminococcus gauvreauii--Ruminococcaceae--EF529620 (Valid)	96.9050894085
Ruminococcus torques--Ruminococcaceae--L76604 (Valid)	96.82651622
Blautia glucerasea--Unclassified Clostridiales--AB439724 (Valid)	96.7852257182
Lactonifactor longoviformis--Clostridiaceae--DQ100449 (Valid)	96.7696629213
Roseburia faecis--Lachnospiraceae--AY305310 (Valid)	96.6206896552
Blautia coccoides--Unclassified Clostridiales--AB571656 (Valid)	96.5870307167
Coprococcus comes--Lachnospiraceae--EF031542 (Valid)	96.5588437715
Hespellia porcina--Lachnospiraceae--AF445239 (Valid)	96.5373961219
Clostridium xylanolyticum--Clostridiaceae--X76739 (Valid)	96.5156794425
Fusicatenibacter saccharivorans--Clostridiaceae--AB698910 (Valid)	96.4135021097
Blautia hydrogenotrophica--Unclassified Clostridiales--X95624 (Valid)	96.3573883162
Muricomes intestini--Unclassified Clostridiales--KR364770 (Valid)	96.3534361851
Clostridium citroniae--Clostridiaceae--DQ279737 (Valid)	96.2676056338
Blautia obeum--Ruminococcaceae--X85101 (Valid)	96.1299239806
Lactobacillus rogosae--Lactobacillaceae--GU269544 (Valid)	95.9972394755
Clostridium lavalense--Clostridiaceae--EF564277 (Valid)	95.7988980716
Roseburia intestinalis--Lachnospiraceae--AJ312385 (Valid)	95.6254272044
Faecalimonas umbilicata--Lachnospiraceae--LC192831 (Valid)	95.5631399317
Marvinbryantia formatexigens--Lachnospiraceae--AJ505973 (Valid)	95.4451345756
Roseburia hominis--Lachnospiraceae--AJ270482 (Valid)	95.3551912568
Clostridium amygdalinum--Clostridiaceae--AY353957 (Valid)	95.3520164046
Blautia wexlerae--Unclassified Clostridiales--EF036467 (Valid)	95.3048353189
Falcatimonas natans--Lachnospiraceae--AB298726 (Valid)	95.2251023192
Clostridium indolis--Clostridiaceae--Y18184 (Valid)	95.2251023192
Blautia hansenii--Unclassified Clostridiales--AB534168 (Valid)	95.2218430034
Ruminococcus gnavus--Ruminococcaceae--X94967 (Valid)	95.1923076923
Blautia schinkii--Unclassified Clostridiales--X94965 (Valid)	95.1236263736
Hespellia stercorisuis--Lachnospiraceae--AF445264 (Valid)	95.1000690131
Desulfotomaculum guttoideum--Peptococcaceae--Y11568 (Valid)	95.0886766712
Clostridium glycyrrhizinilyticum--Clostridiaceae--AB233029 (Valid)	94.9488054608
Clostridium saccharolyticum--Clostridiaceae--Y18185 (Valid)	94.8122866894
Clostridium aerotolerans--Clostridiaceae--X76163 (Valid)	94.8096885813
Clostridium algidixylanolyticum--Clostridiaceae--AF092549 (Valid)	94.6075085324
Clostridium bolteae--Clostridiaceae--AJ508452 (Valid)	94.5429740791
Clostridium nexile--Clostridiaceae--X73443 (Valid)	94.3681318681
Clostridium asparagiforme--Clostridiaceae--AJ582080 (Valid)	94.3409247757
Clostridium sphenoides--Clostridiaceae--AB075772 (Valid)	94.0533151059
Parasporobacterium paucivorans--Lachnospiraceae--AJ272036 (Valid)	93.9643347051
Robinsoniella peoriensis--Lachnospiraceae--AF445285 (Valid)	93.7883959044
Faecalicatena fissicatena--Lachnospiraceae--FR749936 (Valid)	93.5153583618
Clostridium celerecrescens--Clostridiaceae--X71848 (Valid)	93.3833560709
Clostridium methoxybenzovorans--Clostridiaceae--AF067965 (Valid)	93.3833560709
Faecalicatena contorta--Lachnospiraceae--FR749946 (Valid)	93.1740614334
Eubacterium oxidoreducens--Eubacteriaceae--FR733672 (Valid)	92.9010238908
Faecalicatena orotica--Lachnospiraceae--FR749917 (Valid)	92.9010238908
Eubacterium cellulosolvens--Eubacteriaceae--X71860 (Valid)	91.7976760082
