#Matching species	Similarity (%)
Coprococcus eutactus--Lachnospiraceae--EF031543 (Valid)	97.4269819193
Eubacterium ruminantium--Eubacteriaceae--AB008552 (Valid)	96.5706447188
Anaerostipes hadrus--Lachnospiraceae--JF412658 (Valid)	95.1442646024
Roseburia faecis--Lachnospiraceae--AY305310 (Valid)	94.8717948718
Eubacterium uniforme--Eubacteriaceae--GU269550 (Valid)	94.788047255
Lactobacillus rogosae--Lactobacillaceae--GU269544 (Valid)	94.6490618485
Roseburia intestinalis--Lachnospiraceae--AJ312385 (Valid)	94.6465339739
Roseburia inulinivorans--Lachnospiraceae--AJ270473 (Valid)	94.5644599303
Agathobacter ruminis--Lachnospiraceae--KT229569 (Valid)	94.5492662474
Coprococcus comes--Lachnospiraceae--EF031542 (Valid)	94.455994456
Faecalimonas umbilicata--Lachnospiraceae--LC192831 (Valid)	94.4444444444
Anaerostipes caccae--Lachnospiraceae--AJ270487 (Valid)	94.4173063503
Ruminococcus gnavus--Ruminococcaceae--X94967 (Valid)	94.3370165746
Blautia hydrogenotrophica--Unclassified Clostridiales--X95624 (Valid)	94.3213296399
Falcatimonas natans--Lachnospiraceae--AB298726 (Valid)	94.3072702332
Eubacterium ventriosum--Eubacteriaceae--L34421 (Valid)	94.2679558011
Clostridium xylanolyticum--Clostridiaceae--X76739 (Valid)	94.2456140351
Hespellia porcina--Lachnospiraceae--AF445239 (Valid)	94.1463414634
Anaerosporobacter mobilis--Clostridiaceae--AY534872 (Valid)	94.105409154
Clostridium fimetarium--Clostridiaceae--AF126687 (Valid)	94.0329218107
Roseburia hominis--Lachnospiraceae--AJ270482 (Valid)	94.0329218107
Eubacterium hallii--Eubacteriaceae--L34621 (Valid)	93.9875604699
Ruminococcus faecis--Ruminococcaceae--FJ611794 (Valid)	93.9458689459
Anaerocolumna cellulosilytica--Lachnospiraceae--AB298755 (Valid)	93.621399177
Anaerotaenia torta--Lachnospiraceae--AB298768 (Valid)	93.5528120713
Dorea formicigenerans--Lachnospiraceae--L34619 (Valid)	93.5127674258
Clostridium glycyrrhizinilyticum--Clostridiaceae--AB233029 (Valid)	93.4842249657
Hespellia stercorisuis--Lachnospiraceae--AF445264 (Valid)	93.2592077832
Bacteroides galacturonicus--Bacteroidaceae--DQ497994 (Valid)	93.006993007
Pseudobutyrivibrio ruminis--Lachnospiraceae--X95893 (Valid)	92.9812369701
Desulfotomaculum guttoideum--Peptococcaceae--Y11568 (Valid)	92.6611796982
Parasporobacterium paucivorans--Lachnospiraceae--AJ272036 (Valid)	92.6206896552
Clostridium indolis--Clostridiaceae--Y18184 (Valid)	92.5925925926
Clostridium amygdalinum--Clostridiaceae--AY353957 (Valid)	92.5773195876
Clostridium nexile--Clostridiaceae--X73443 (Valid)	92.5465838509
Eubacterium oxidoreducens--Eubacteriaceae--FR733672 (Valid)	92.3182441701
Clostridium saccharolyticum--Clostridiaceae--Y18185 (Valid)	92.2496570645
Clostridium algidixylanolyticum--Clostridiaceae--AF092549 (Valid)	92.1810699588
Clostridium polysaccharolyticum--Clostridiaceae--X77839 (Valid)	92.090784044
Lachnospira multipara--Lachnospiraceae--FR733699 (Valid)	91.8269230769
Eubacterium hadrum--Eubacteriaceae--FR749932 (Valid)	91.6952642416
Acetivibrio ethanolgignens--Ruminococcaceae--FR749897 (Valid)	91.6266300618
Robinsoniella peoriensis--Lachnospiraceae--AF445285 (Valid)	91.0836762689
Faecalicatena fissicatena--Lachnospiraceae--FR749936 (Valid)	91.0150891632
Clostridium celerecrescens--Clostridiaceae--X71848 (Valid)	90.9465020576
Bacteroides pectinophilus--Bacteroidaceae--ABVQ01000036 (Valid)	90.877914952
Faecalicatena contorta--Lachnospiraceae--FR749946 (Valid)	90.877914952
Clostridium methoxybenzovorans--Clostridiaceae--AF067965 (Valid)	90.877914952
Mobilisporobacter senegalensis--Lachnospiraceae--JX999366 (Valid)	90.6336088154
Faecalicatena orotica--Lachnospiraceae--FR749917 (Valid)	90.4663923182
