#Matching species	Similarity (%)
Faecalibacterium prausnitzii--Ruminococcaceae--AJ413954 (Valid)	96.8077723803
Gemmiger formicilis--Hyphomicrobiaceae--GU562446 (Valid)	92.4608819346
Fournierella massiliensis--Ruminococcaceae--LN846908 (Valid)	91.5395284327
Subdoligranulum variabile--Ruminococcaceae--AJ518869 (Valid)	91.1205073996
Ruthenibacterium lactatiformans--Ruminococcaceae--KM098109 (Valid)	90.7702984039
Anaerofilum agile--Ruminococcaceae--X98011 (Valid)	89.0372452565
Anaerofilum pentosovorans--Ruminococcaceae--X97852 (Valid)	88.8342696629
Agathobaculum butyriciproducens--Ruminococcaceae--KP889099 (Valid)	87.4908558888
Clostridium methylpentosum--Clostridiaceae--Y18181 (Valid)	87.270155587
Caproiciproducens galactitolivorans--Unclassified Clostridiales--FJ805840 (Valid)	87.1508379888
Eubacterium siraeum--Eubacteriaceae--L34625 (Valid)	87.14185884
Ruminococcus flavefaciens--Ruminococcaceae--L76603 (Valid)	87.0477568741
Butyricicoccus faecihominis--Clostridiaceae--LC082228 (Valid)	86.9720830351
Butyricicoccus pullicaecorum--Clostridiaceae--EU410376 (Valid)	86.9444444444
Anaerotruncus colihominis--Ruminococcaceae--AJ315980 (Valid)	86.7540029112
Ruminococcus callidus--Ruminococcaceae--L76596 (Valid)	86.7153284672
Ethanoligenens harbinense--Ruminococcaceae--AY295777 (Valid)	86.5640307908
Clostridium leptum--Clostridiaceae--AJ305238 (Valid)	86.5129280224
Clostridium straminisolvens--Clostridiaceae--AB125279 (Valid)	86.3826815642
Harryflintia acetispora--Ruminococcaceae--KU999999 (Valid)	86.3033873343
Clostridium jeddahense--Clostridiaceae--HG726040 (Valid)	86.1111111111
Acutalibacter muris--Clostridiaceae--KR364749 (Valid)	85.9819569743
Clostridium alkalicellulosi--Clostridiaceae--AY959944 (Valid)	85.9722222222
Acetanaerobacterium elongatum--Ruminococcaceae--AY487928 (Valid)	85.9027777778
Clostridium thermocellum--Clostridiaceae--CP000568 (Valid)	85.9027777778
Hydrogenoanaerobacterium saccharovorans--Ruminococcaceae--EU158190 (Valid)	85.7242339833
Clostridium cellulosi--Clostridiaceae--L09177 (Valid)	85.7242339833
Intestinimonas butyriciproducens--Ruminococcaceae--KC311367 (Valid)	85.5547801814
Ruminococcus albus--Ruminococcaceae--L76598 (Valid)	85.4584527221
Pseudobacteroides cellulosolvens--Ruminococcaceae--HE862234 (Valid)	85.4253835425
Acetivibrio cellulolyticus--Ruminococcaceae--L35516 (Valid)	85.393258427
Herbivorax saccincola--Ruminococcaceae--LN868252 (Valid)	85.3675945753
Agathobaculum desmolans--Ruminococcaceae--L34618 (Valid)	85.1048951049
Ruminococcus champanellensis--Ruminococcaceae--AJ515913 (Valid)	85.0036576445
Bacteroides cellulosolvens--Bacteroidaceae--L35517 (Valid)	84.9719101124
Pseudoflavonifractor capillosus--Unclassified Clostridiales--AY136666 (Valid)	84.9267271458
Clostridium viride--Clostridiaceae--X81125 (Valid)	84.9162011173
Sporobacter termitidis--Ruminococcaceae--Z49863 (Valid)	84.8885793872
Flavonifractor plautii--Unclassified Clostridiales--AY724678 (Valid)	84.8633496847
Mageeibacillus indolicus--Ruminococcaceae--GQ900631 (Valid)	84.5080251221
Anaerobacterium chartisolvens--Ruminococcaceae--AB793710 (Valid)	84.3466107617
Clostridium sporosphaeroides--Clostridiaceae--X66002 (Valid)	84.3137254902
Eubacterium coprostanoligenes--Eubacteriaceae--HM037995 (Valid)	84.2877094972
Oscillibacter valericigenes--Oscillospiraceae--AB238598 (Valid)	84.2068483578
Ruminococcus bromii--Ruminococcaceae--L76600 (Valid)	84.1836734694
Clostridium stercorarium--Clostridiaceae--X72870 (Valid)	84.1446453408
Clostridium termitidis--Clostridiaceae--FR733680 (Valid)	84.0055632823
Clostridium clariflavum--Clostridiaceae--AB186359 (Valid)	83.9160839161
Clostridium stercorarium--Clostridiaceae--AJ310082 (Valid)	83.7969401947
Clostridium cellobioparum--Clostridiaceae--X71856 (Valid)	83.7969401947
