#Matching species	Similarity (%)
Bacteroides fragilis--Bacteroidaceae--CR626927 (Valid)	98.4257357974
Bacteroides nordii--Bacteroidaceae--AY608697 (Valid)	95.1167728238
Bacteroides thetaiotaomicron--Bacteroidaceae--AE015928 (Valid)	94.5054945055
Bacteroides faecis--Bacteroidaceae--GQ496624 (Valid)	94.4865609924
Bacteroides acidifaciens--Bacteroidaceae--AB021164 (Valid)	94.4368131868
Bacteroides caecimuris--Bacteroidaceae--KR364741 (Valid)	94.1740918437
Bacteroides faecichinchillae--Bacteroidaceae--AB574480 (Valid)	94.0974605353
Bacteroides finegoldii--Bacteroidaceae--AB222699 (Valid)	93.878954608
Bacteroides xylanisolvens--Bacteroidaceae--AM230650 (Valid)	93.850658858
Bacteroides salyersiae--Bacteroidaceae--AY608696 (Valid)	93.7984496124
Bacteroides rodentium--Bacteroidaceae--AB531489 (Valid)	93.694311172
Bacteroides caccae--Bacteroidaceae--X83951 (Valid)	93.5256861365
Bacteroides uniformis--Bacteroidaceae--AB050110 (Valid)	93.3615819209
Bacteroides oleiciplenus--Bacteroidaceae--AB490803 (Valid)	93.2273669661
Bacteroides eggerthii--Bacteroidaceae--AB050107 (Valid)	93.074204947
Bacteroides ovatus--Bacteroidaceae--AB050108 (Valid)	92.9509329648
Bacteroides stercorirosoris--Bacteroidaceae--AB574481 (Valid)	92.9209621993
Bacteroides graminisolvens--Bacteroidaceae--AB363973 (Valid)	92.8621908127
Bacteroides reticulotermitis--Bacteroidaceae--AB692943 (Valid)	92.7908636688
Bacteroides intestinalis--Bacteroidaceae--AB214328 (Valid)	92.5773195876
Bacteroides gallinarum--Bacteroidaceae--AB253732 (Valid)	92.3711340206
Bacteroides clarus--Bacteroidaceae--AB490801 (Valid)	91.7987594762
Bacteroides vulgatus--Bacteroidaceae--AJ867050 (Valid)	91.3461538462
Bacteroides sartorii--Bacteroidaceae--GQ456204 (Valid)	91.3073237509
Bacteroides luti--Bacteroidaceae--AB787271 (Valid)	91.2560721721
Bacteroides cellulosilyticus--Bacteroidaceae--AJ583243 (Valid)	91.2342215989
Bacteroides stercoris--Bacteroidaceae--X83953 (Valid)	91.2071535022
Bacteroides dorei--Bacteroidaceae--AB242142 (Valid)	91.1019849418
Bacteroides fluxus--Bacteroidaceae--AB490802 (Valid)	90.9592822636
Bacteroides massiliensis--Bacteroidaceae--AY126616 (Valid)	90.6228610541
Bacteroides paurosaccharolyticus--Bacteroidaceae--AB298727 (Valid)	90.4859685147
Bacteroides coprocola--Bacteroidaceae--AB200224 (Valid)	90.2673063742
Bacteroides propionicifaciens--Bacteroidaceae--AB264625 (Valid)	90.2456140351
Bacteroides caecigallinarum--Bacteroidaceae--AB861981 (Valid)	90.1987662783
Bacteroides pyogenes--Bacteroidaceae--AB200229 (Valid)	90.1166781057
Bacteroides plebeius--Bacteroidaceae--AB200217 (Valid)	90.0616860864
Bacteroides coprophilus--Bacteroidaceae--AB260026 (Valid)	89.9383983573
Bacteroides coprosuis--Bacteroidaceae--AF319778 (Valid)	89.5819054147
Bacteroides heparinolyticus--Bacteroidaceae--L16487 (Valid)	89.5460797799
Bacteroides barnesiae--Bacteroidaceae--AB253726 (Valid)	89.2783505155
Bacteroides helcogenes--Bacteroidaceae--AB200227 (Valid)	89.1660727014
Bacteroides zoogleoformans--Bacteroidaceae--L16488 (Valid)	88.8275862069
Parabacteroides gordonii--Porphyromonadaceae--AB470343 (Valid)	87.19889883
Macellibacteroides fermentans--Porphyromonadaceae--HQ020488 (Valid)	87.1742112483
Parabacteroides chartae--Porphyromonadaceae--JN029805 (Valid)	87.1056241427
Parabacteroides faecis--Porphyromonadaceae--AB739697 (Valid)	86.7647058824
Bacteroides salanitronis--Bacteroidaceae--AB253731 (Valid)	86.4790665752
Parabacteroides johnsonii--Porphyromonadaceae--AB261128 (Valid)	86.2422997947
Parabacteroides merdae--Porphyromonadaceae--AB238928 (Valid)	86.1054072553
Paraprevotella clara--Prevotellaceae--AB331896 (Valid)	86.0192837466
