#Matching species	Similarity (%)
Clostridium clostridioforme--Clostridiaceae--M59089 (Valid)	96.847155586
Clostridium citroniae--Clostridiaceae--DQ279737 (Valid)	96.8287526427
Clostridium symbiosum--Clostridiaceae--M59112 (Valid)	96.6484268126
Clostridium lavalense--Clostridiaceae--EF564277 (Valid)	96.4876033058
Hungatella effluvii--Clostridiaceae--HE603919 (Valid)	96.2331201137
Hungatella hathewayi--Clostridiaceae--AJ311620 (Valid)	96.2237762238
Clostridium aldenense--Clostridiaceae--DQ279736 (Valid)	96.1732851986
Roseburia inulinivorans--Lachnospiraceae--AJ270473 (Valid)	95.9254143646
Clostridium xylanolyticum--Clostridiaceae--X76739 (Valid)	95.8970792768
Clostridium bolteae--Clostridiaceae--AJ508452 (Valid)	95.7736877982
Blautia producta--Unclassified Clostridiales--L76595 (Valid)	95.6460674157
Ruminococcus faecis--Ruminococcaceae--FJ611794 (Valid)	95.5128205128
Blautia hydrogenotrophica--Unclassified Clostridiales--X95624 (Valid)	95.3920220083
Clostridium asparagiforme--Clostridiaceae--AJ582080 (Valid)	95.3665283541
Ruminococcus torques--Ruminococcaceae--L76604 (Valid)	95.3455571227
Coprococcus comes--Lachnospiraceae--EF031542 (Valid)	95.3200275292
Fusicatenibacter saccharivorans--Clostridiaceae--AB698910 (Valid)	95.2180028129
Roseburia faecis--Lachnospiraceae--AY305310 (Valid)	95.1790633609
Lactonifactor longoviformis--Clostridiaceae--DQ100449 (Valid)	95.0946040645
Roseburia intestinalis--Lachnospiraceae--AJ312385 (Valid)	95.0853242321
Ruminococcus gauvreauii--Ruminococcaceae--EF529620 (Valid)	95.044735031
Falcatimonas natans--Lachnospiraceae--AB298726 (Valid)	95.023858214
Blautia coccoides--Unclassified Clostridiales--AB571656 (Valid)	94.9556918882
Clostridium amygdalinum--Clostridiaceae--AY353957 (Valid)	94.7296372348
Blautia glucerasea--Unclassified Clostridiales--AB439724 (Valid)	94.7187928669
Clostridium glycyrrhizinilyticum--Clostridiaceae--AB233029 (Valid)	94.6830265849
Faecalimonas umbilicata--Lachnospiraceae--LC192831 (Valid)	94.614860259
Clostridium indolis--Clostridiaceae--Y18184 (Valid)	94.5429740791
Roseburia hominis--Lachnospiraceae--AJ270482 (Valid)	94.4747612551
Hespellia porcina--Lachnospiraceae--AF445239 (Valid)	94.3095072866
Cuneatibacter caecimuris--Lachnospiraceae--KR364760 (Valid)	94.2740286299
Blautia hansenii--Unclassified Clostridiales--AB534168 (Valid)	94.0013633265
Desulfotomaculum guttoideum--Peptococcaceae--Y11568 (Valid)	93.9331970007
Ruminococcus gnavus--Ruminococcaceae--X94967 (Valid)	93.878954608
Clostridium saccharolyticum--Clostridiaceae--Y18185 (Valid)	93.7841530055
Clostridium fimetarium--Clostridiaceae--AF126687 (Valid)	93.7286980232
Clostridium aerotolerans--Clostridiaceae--X76163 (Valid)	93.6893203883
Clostridium algidixylanolyticum--Clostridiaceae--AF092549 (Valid)	93.5923653715
Blautia schinkii--Unclassified Clostridiales--X94965 (Valid)	93.3884297521
Faecalicatena fissicatena--Lachnospiraceae--FR749936 (Valid)	93.387866394
Faecalicatena contorta--Lachnospiraceae--FR749946 (Valid)	93.2515337423
Clostridium celerecrescens--Clostridiaceae--X71848 (Valid)	93.2515337423
Clostridium nexile--Clostridiaceae--X73443 (Valid)	93.0041152263
Clostridium methoxybenzovorans--Clostridiaceae--AF067965 (Valid)	92.9107021132
Faecalicatena orotica--Lachnospiraceae--FR749917 (Valid)	92.8425357873
Clostridium sphenoides--Clostridiaceae--AB075772 (Valid)	92.8278688525
Eubacterium oxidoreducens--Eubacteriaceae--FR733672 (Valid)	92.4965893588
Syntrophococcus sucromutans--Lachnospiraceae--AF202264 (Valid)	92.1971252567
Acetivibrio ethanolgignens--Ruminococcaceae--FR749897 (Valid)	92.0190995907
Robinsoniella peoriensis--Lachnospiraceae--AF445285 (Valid)	91.9563735515
