#Matching species	Similarity (%)
Ruminococcus torques--Ruminococcaceae--L76604 (Valid)	96.2570621469
Clostridium glycyrrhizinilyticum--Clostridiaceae--AB233029 (Valid)	95.7072484166
Ruminococcus faecis--Ruminococcaceae--FJ611794 (Valid)	95.5924855491
Faecalicatena contorta--Lachnospiraceae--FR749946 (Valid)	95.5665024631
Faecalicatena fissicatena--Lachnospiraceae--FR749936 (Valid)	95.5665024631
Faecalicatena orotica--Lachnospiraceae--FR749917 (Valid)	95.2850105559
Ruminococcus lactaris--Ruminococcaceae--L76602 (Valid)	94.7819871337
Coprococcus comes--Lachnospiraceae--EF031542 (Valid)	94.6846208363
Clostridium nexile--Clostridiaceae--X73443 (Valid)	94.1218130312
Faecalimonas umbilicata--Lachnospiraceae--LC192831 (Valid)	94.0886699507
Dorea longicatena--Lachnospiraceae--AJ132842 (Valid)	93.9602446483
Ruminococcus gnavus--Ruminococcaceae--X94967 (Valid)	93.1866572037
Sellimonas intestinalis--Lachnospiraceae--KP966092 (Valid)	93.1240657698
Roseburia faecis--Lachnospiraceae--AY305310 (Valid)	93.1156848829
Muricomes intestini--Unclassified Clostridiales--KR364770 (Valid)	93.0937279774
Hespellia stercorisuis--Lachnospiraceae--AF445264 (Valid)	92.9386590585
Dorea formicigenerans--Lachnospiraceae--L34619 (Valid)	92.8219563688
Roseburia intestinalis--Lachnospiraceae--AJ312385 (Valid)	92.7464788732
Extibacter muris--Clostridiaceae--KR364761 (Valid)	92.74136716
Hespellia porcina--Lachnospiraceae--AF445239 (Valid)	92.6934097421
Robinsoniella peoriensis--Lachnospiraceae--AF445285 (Valid)	92.6108374384
Eubacterium oxidoreducens--Eubacteriaceae--FR733672 (Valid)	92.6056338028
Roseburia hominis--Lachnospiraceae--AJ270482 (Valid)	92.5352112676
Clostridium saccharolyticum--Clostridiaceae--Y18185 (Valid)	92.5299506695
Clostridium bolteae--Clostridiaceae--AJ508452 (Valid)	92.4700914849
Clostridium citroniae--Clostridiaceae--DQ279737 (Valid)	92.4068767908
Clostridium clostridioforme--Clostridiaceae--M59089 (Valid)	92.3836389281
Clostridium amygdalinum--Clostridiaceae--AY353957 (Valid)	92.3728813559
Kineothrix alysoides--Lachnospiraceae--KX356505 (Valid)	92.3404255319
Roseburia inulinivorans--Lachnospiraceae--AJ270473 (Valid)	92.2589725545
Clostridium xylanolyticum--Clostridiaceae--X76739 (Valid)	92.2589725545
Clostridium indolis--Clostridiaceae--Y18184 (Valid)	92.1885995778
Clostridium aerotolerans--Clostridiaceae--X76163 (Valid)	92.125984252
Desulfotomaculum guttoideum--Peptococcaceae--Y11568 (Valid)	92.0478536242
Clostridium lavalense--Clostridiaceae--EF564277 (Valid)	91.9858156028
Clostridium celerecrescens--Clostridiaceae--X71848 (Valid)	91.9774806474
Fusicatenibacter saccharivorans--Clostridiaceae--AB698910 (Valid)	91.9548341567
Clostridium methoxybenzovorans--Clostridiaceae--AF067965 (Valid)	91.9071076707
Clostridium algidixylanolyticum--Clostridiaceae--AF092549 (Valid)	91.9071076707
Clostridium sphenoides--Clostridiaceae--AB075772 (Valid)	91.9014084507
Eubacterium uniforme--Eubacteriaceae--GU269550 (Valid)	91.8194640339
Falcatimonas natans--Lachnospiraceae--AB298726 (Valid)	91.7663617171
Ruminococcus gauvreauii--Ruminococcaceae--EF529620 (Valid)	91.7080085046
Blautia coccoides--Unclassified Clostridiales--AB571656 (Valid)	91.6959887403
Blautia hansenii--Unclassified Clostridiales--AB534168 (Valid)	91.6959887403
Clostridium asparagiforme--Clostridiaceae--AJ582080 (Valid)	91.6488222698
Lactonifactor longoviformis--Clostridiaceae--DQ100449 (Valid)	91.6256157635
Lachnospira multipara--Lachnospiraceae--FR733699 (Valid)	91.4084507042
Blautia producta--Unclassified Clostridiales--L76595 (Valid)	91.2033779029
Cuneatibacter caecimuris--Lachnospiraceae--KR364760 (Valid)	90.7811400422
