#Matching species	Similarity (%)
Clostridium jeddahense--Clostridiaceae--HG726040 (Valid)	93.8953488372
Caproiciproducens galactitolivorans--Unclassified Clostridiales--FJ805840 (Valid)	93.6761640028
Clostridium leptum--Clostridiaceae--AJ305238 (Valid)	92.852185982
Acutalibacter muris--Clostridiaceae--KR364749 (Valid)	92.4190213646
Clostridium sporosphaeroides--Clostridiaceae--X66002 (Valid)	91.119133574
Clostridium methylpentosum--Clostridiaceae--Y18181 (Valid)	90.218156228
Ruminococcus bromii--Ruminococcaceae--L76600 (Valid)	89.5500725689
Anaerotruncus colihominis--Ruminococcaceae--AJ315980 (Valid)	89.1793754539
Ethanoligenens harbinense--Ruminococcaceae--AY295777 (Valid)	89.1364902507
Eubacterium coprostanoligenes--Eubacteriaceae--HM037995 (Valid)	88.7254901961
Ruthenibacterium lactatiformans--Ruminococcaceae--KM098109 (Valid)	88.4588804423
Agathobaculum butyriciproducens--Ruminococcaceae--KP889099 (Valid)	88.1108679796
Butyricicoccus pullicaecorum--Clostridiaceae--EU410376 (Valid)	88.0359612725
Harryflintia acetispora--Ruminococcaceae--KU999999 (Valid)	87.9411764706
Ruminococcus albus--Ruminococcaceae--L76598 (Valid)	87.848463188
Butyricicoccus faecihominis--Clostridiaceae--LC082228 (Valid)	87.7142857143
Acetanaerobacterium elongatum--Ruminococcaceae--AY487928 (Valid)	87.6816608997
Ruminococcus champanellensis--Ruminococcaceae--AJ515913 (Valid)	87.6371616679
Ruminococcus callidus--Ruminococcaceae--L76596 (Valid)	87.5912408759
Anaerofilum agile--Ruminococcaceae--X98011 (Valid)	87.5789473684
Intestinimonas butyriciproducens--Ruminococcaceae--KC311367 (Valid)	87.525987526
Clostridium cellulosi--Clostridiaceae--L09177 (Valid)	87.4653739612
Pseudoflavonifractor capillosus--Unclassified Clostridiales--AY136666 (Valid)	87.3873873874
Gemmiger formicilis--Hyphomicrobiaceae--GU562446 (Valid)	87.3758865248
Anaerofilum pentosovorans--Ruminococcaceae--X97852 (Valid)	87.3684210526
Hydrogenoanaerobacterium saccharovorans--Ruminococcaceae--EU158190 (Valid)	87.3092926491
Fournierella massiliensis--Ruminococcaceae--LN846908 (Valid)	87.1458189357
Flavonifractor plautii--Unclassified Clostridiales--AY724678 (Valid)	87.1259568546
Papillibacter cinnamivorans--Ruminococcaceae--AF167711 (Valid)	87.1123363198
Faecalibacterium prausnitzii--Ruminococcaceae--AJ413954 (Valid)	87.1101871102
Ruminococcus flavefaciens--Ruminococcaceae--L76603 (Valid)	87.1037463977
Eubacterium siraeum--Eubacteriaceae--L34625 (Valid)	86.5317515701
Sporobacter termitidis--Ruminococcaceae--Z49863 (Valid)	86.3573407202
Subdoligranulum variabile--Ruminococcaceae--AJ518869 (Valid)	85.985915493
Oscillibacter valericigenes--Oscillospiraceae--AB238598 (Valid)	85.9527121001
Acetivibrio cellulolyticus--Ruminococcaceae--L35516 (Valid)	85.8642407278
Clostridium alkalicellulosi--Clostridiaceae--AY959944 (Valid)	85.8131487889
Pseudobacteroides cellulosolvens--Ruminococcaceae--HE862234 (Valid)	85.7341684064
Anaerobacterium chartisolvens--Ruminococcaceae--AB793710 (Valid)	85.5547801814
Agathobaculum desmolans--Ruminococcaceae--L34618 (Valid)	85.275645499
Caloramator viterbiensis--Clostridiaceae--AF181848 (Valid)	85.1540616246
Mageeibacillus indolicus--Ruminococcaceae--GQ900631 (Valid)	85.0694444444
Caloramator boliviensis--Clostridiaceae--FM244718 (Valid)	84.9719101124
Saccharofermentans acetigenes--Clostridiaceae--AY949857 (Valid)	84.9239280775
Clostridium cellobioparum--Clostridiaceae--X71856 (Valid)	84.9134948097
Clostridium termitidis--Clostridiaceae--FR733680 (Valid)	84.7750865052
Oscillibacter ruminantium--Oscillospiraceae--JF750939 (Valid)	84.5060412225
Clostridium papyrosolvens--Clostridiaceae--X71852 (Valid)	84.2906574394
Caloramator australicus--Clostridiaceae--EU409943 (Valid)	84.0248962656
Clostridium clariflavum--Clostridiaceae--AB186359 (Valid)	83.1005586592
