#Matching species	Similarity (%)
Cuneatibacter caecimuris--Lachnospiraceae--KR364760 (Valid)	97.4640164496
Coprococcus comes--Lachnospiraceae--EF031542 (Valid)	96.3270963271
Hespellia porcina--Lachnospiraceae--AF445239 (Valid)	96.3091922006
Fusicatenibacter saccharivorans--Clostridiaceae--AB698910 (Valid)	96.2544169611
Clostridium citroniae--Clostridiaceae--DQ279737 (Valid)	96.0992907801
Clostridium xylanolyticum--Clostridiaceae--X76739 (Valid)	96.0729312763
Ruminococcus faecis--Ruminococcaceae--FJ611794 (Valid)	96.0545193687
Anaerosporobacter mobilis--Clostridiaceae--AY534872 (Valid)	96.0471567268
Anaerostipes hadrus--Lachnospiraceae--JF412658 (Valid)	95.9915611814
Mobilitalea sibirica--Lachnospiraceae--KF931641 (Valid)	95.8158995816
Eubacterium uniforme--Eubacteriaceae--GU269550 (Valid)	95.7579972184
Roseburia intestinalis--Lachnospiraceae--AJ312385 (Valid)	95.7417582418
Clostridium clostridioforme--Clostridiaceae--M59089 (Valid)	95.7152729786
Clostridium lavalense--Clostridiaceae--EF564277 (Valid)	95.7004160888
Clostridium amygdalinum--Clostridiaceae--AY353957 (Valid)	95.4639175258
Falcatimonas natans--Lachnospiraceae--AB298726 (Valid)	95.4078135709
Anaerotaenia torta--Lachnospiraceae--AB298768 (Valid)	95.4078135709
Faecalimonas umbilicata--Lachnospiraceae--LC192831 (Valid)	95.2674897119
Clostridium herbivorans--Clostridiaceae--L34418 (Valid)	95.2348066298
Clostridium indolis--Clostridiaceae--Y18184 (Valid)	95.1336531871
Clostridium fimetarium--Clostridiaceae--AF126687 (Valid)	95.1303155007
Blautia hansenii--Unclassified Clostridiales--AB534168 (Valid)	94.9931412894
Anaerobium acetethylicum--Lachnospiraceae--KP233894 (Valid)	94.9321912919
Blautia coccoides--Unclassified Clostridiales--AB571656 (Valid)	94.7909527073
Clostridium glycyrrhizinilyticum--Clostridiaceae--AB233029 (Valid)	94.7873799726
Clostridium bolteae--Clostridiaceae--AJ508452 (Valid)	94.7224126114
Anaerocolumna cellulosilytica--Lachnospiraceae--AB298755 (Valid)	94.7187928669
Clostridium asparagiforme--Clostridiaceae--AJ582080 (Valid)	94.5908460472
Desulfotomaculum guttoideum--Peptococcaceae--Y11568 (Valid)	94.5853324195
Roseburia hominis--Lachnospiraceae--AJ270482 (Valid)	94.5092656143
Ruminococcus gnavus--Ruminococcaceae--X94967 (Valid)	94.4751381215
Hespellia stercorisuis--Lachnospiraceae--AF445264 (Valid)	94.4482997918
Clostridium aerotolerans--Clostridiaceae--X76163 (Valid)	94.363256785
Clostridium polysaccharolyticum--Clostridiaceae--X77839 (Valid)	94.3603851444
Clostridium saccharolyticum--Clostridiaceae--Y18185 (Valid)	94.1700960219
Clostridium algidixylanolyticum--Clostridiaceae--AF092549 (Valid)	94.1700960219
Clostridium nexile--Clostridiaceae--X73443 (Valid)	93.8578329883
Clostridium sphenoides--Clostridiaceae--AB075772 (Valid)	93.6813186813
Faecalicatena contorta--Lachnospiraceae--FR749946 (Valid)	93.4156378601
Faecalicatena fissicatena--Lachnospiraceae--FR749936 (Valid)	93.4156378601
Faecalicatena orotica--Lachnospiraceae--FR749917 (Valid)	93.3470507545
Clostridium celerecrescens--Clostridiaceae--X71848 (Valid)	93.0774503084
Clostridium methoxybenzovorans--Clostridiaceae--AF067965 (Valid)	93.0774503084
Clostridium populeti--Clostridiaceae--X71853 (Valid)	93.067947838
Acetivibrio ethanolgignens--Ruminococcaceae--FR749897 (Valid)	93.067947838
Robinsoniella peoriensis--Lachnospiraceae--AF445285 (Valid)	92.5925925926
Clostridium phytofermentans--Clostridiaceae--CP000885 (Valid)	92.524005487
Butyrivibrio crossotus--Lachnospiraceae--ABWN01000012 (Valid)	92.1016483516
Eubacterium hadrum--Eubacteriaceae--FR749932 (Valid)	91.4951989026
Mobilisporobacter senegalensis--Lachnospiraceae--JX999366 (Valid)	90.7713498623
