#Matching species	Similarity (%)
Roseburia faecis--Lachnospiraceae--AY305310 (Valid)	95.3951890034
Eubacterium oxidoreducens--Eubacteriaceae--FR733672 (Valid)	95.2445652174
Roseburia hominis--Lachnospiraceae--AJ270482 (Valid)	95.2413324269
Roseburia intestinalis--Lachnospiraceae--AJ312385 (Valid)	94.972826087
Lachnobacterium bovis--Lachnospiraceae--AF298663 (Valid)	93.7673130194
Agathobacter ruminis--Lachnospiraceae--KT229569 (Valid)	93.6408106219
Roseburia inulinivorans--Lachnospiraceae--AJ270473 (Valid)	93.0843706777
Faecalicatena contorta--Lachnospiraceae--FR749946 (Valid)	92.9299796057
Lactonifactor longoviformis--Clostridiaceae--DQ100449 (Valid)	92.7668539326
Lachnospira multipara--Lachnospiraceae--FR733699 (Valid)	92.6530612245
Falcatimonas natans--Lachnospiraceae--AB298726 (Valid)	92.5900747791
Faecalicatena fissicatena--Lachnospiraceae--FR749936 (Valid)	92.5900747791
Pseudobutyrivibrio ruminis--Lachnospiraceae--X95893 (Valid)	92.5619834711
Blautia hydrogenotrophica--Unclassified Clostridiales--X95624 (Valid)	92.4982794219
Ruminococcus gauvreauii--Ruminococcaceae--EF529620 (Valid)	92.3606331727
Clostridium nexile--Clostridiaceae--X73443 (Valid)	92.3444976077
Pseudobutyrivibrio xylanivorans--Lachnospiraceae--AJ428548 (Valid)	92.3237962317
Faecalicatena orotica--Lachnospiraceae--FR749917 (Valid)	92.3181509177
Blautia coccoides--Unclassified Clostridiales--AB571656 (Valid)	92.3129251701
Ruminococcus faecis--Ruminococcaceae--FJ611794 (Valid)	92.302209551
Ruminococcus lactaris--Ruminococcaceae--L76602 (Valid)	92.280200143
Clostridium glycyrrhizinilyticum--Clostridiaceae--AB233029 (Valid)	92.2501699524
Eubacterium rectale--Eubacteriaceae--L34627 (Valid)	92.243767313
Clostridium citroniae--Clostridiaceae--DQ279737 (Valid)	92.2425952045
Faecalimonas umbilicata--Lachnospiraceae--LC192831 (Valid)	92.1821889871
Acetivibrio ethanolgignens--Ruminococcaceae--FR749897 (Valid)	92.1768707483
Clostridium saccharolyticum--Clostridiaceae--Y18185 (Valid)	92.1088435374
Lactobacillus rogosae--Lactobacillaceae--GU269544 (Valid)	92.0634920635
Clostridium clostridioforme--Clostridiaceae--M59089 (Valid)	91.9642857143
Ruminococcus gnavus--Ruminococcaceae--X94967 (Valid)	91.923340178
Hespellia porcina--Lachnospiraceae--AF445239 (Valid)	91.9087136929
Hungatella hathewayi--Clostridiaceae--AJ311620 (Valid)	91.8881118881
Blautia schinkii--Unclassified Clostridiales--X94965 (Valid)	91.8493150685
Robinsoniella peoriensis--Lachnospiraceae--AF445285 (Valid)	91.8367346939
Clostridium amygdalinum--Clostridiaceae--AY353957 (Valid)	91.8200408998
Ruminococcus torques--Ruminococcaceae--L76604 (Valid)	91.8136908963
Clostridium bolteae--Clostridiaceae--AJ508452 (Valid)	91.768707483
Coprococcus comes--Lachnospiraceae--EF031542 (Valid)	91.7355371901
Clostridium celerecrescens--Clostridiaceae--X71848 (Valid)	91.7006802721
Blautia hansenii--Unclassified Clostridiales--AB534168 (Valid)	91.6383412644
Desulfotomaculum guttoideum--Peptococcaceae--Y11568 (Valid)	91.5646258503
Clostridium indolis--Clostridiaceae--Y18184 (Valid)	91.5646258503
Hespellia stercorisuis--Lachnospiraceae--AF445264 (Valid)	91.5405777166
Clostridium sphenoides--Clostridiaceae--AB075772 (Valid)	91.4110429448
Eubacterium ventriosum--Eubacteriaceae--L34421 (Valid)	91.3639479095
Clostridium algidixylanolyticum--Clostridiaceae--AF092549 (Valid)	91.2984364378
Clostridium aerotolerans--Clostridiaceae--X76163 (Valid)	91.2983425414
Clostridium fimetarium--Clostridiaceae--AF126687 (Valid)	91.2244897959
Bacteroides pectinophilus--Bacteroidaceae--ABVQ01000036 (Valid)	91.156462585
Eubacterium hadrum--Eubacteriaceae--FR749932 (Valid)	90.6929347826
