#Matching species	Similarity (%)
Kineothrix alysoides--Lachnospiraceae--KX356505 (Valid)	93.4285714286
Eisenbergiella tayi--Clostridiaceae--KF814111 (Valid)	92.0899854862
Lachnospira multipara--Lachnospiraceae--FR733699 (Valid)	91.9143054596
Clostridium amygdalinum--Clostridiaceae--AY353957 (Valid)	91.8395573997
Eubacterium oxidoreducens--Eubacteriaceae--FR733672 (Valid)	91.7874396135
Clostridium xylanolyticum--Clostridiaceae--X76739 (Valid)	91.7837078652
Faecalimonas umbilicata--Lachnospiraceae--LC192831 (Valid)	91.6551724138
Clostridium nexile--Clostridiaceae--X73443 (Valid)	91.6030534351
Faecalicatena contorta--Lachnospiraceae--FR749946 (Valid)	91.5862068966
Clostridium saccharolyticum--Clostridiaceae--Y18185 (Valid)	91.5804002761
Roseburia intestinalis--Lachnospiraceae--AJ312385 (Valid)	91.5745856354
Clostridium indolis--Clostridiaceae--Y18184 (Valid)	91.5172413793
Clostridium algidixylanolyticum--Clostridiaceae--AF092549 (Valid)	91.5172413793
Hungatella hathewayi--Clostridiaceae--AJ311620 (Valid)	91.466854725
Roseburia faecis--Lachnospiraceae--AY305310 (Valid)	91.4583333333
Clostridium aerotolerans--Clostridiaceae--X76163 (Valid)	91.4505956552
Desulfotomaculum guttoideum--Peptococcaceae--Y11568 (Valid)	91.4482758621
Clostridium celerecrescens--Clostridiaceae--X71848 (Valid)	91.4482758621
Eubacterium eligens--Eubacteriaceae--L34420 (Valid)	91.3494809689
Lachnobacterium bovis--Lachnospiraceae--AF298663 (Valid)	91.3347309574
Faecalicatena fissicatena--Lachnospiraceae--FR749936 (Valid)	91.3103448276
Clostridium methoxybenzovorans--Clostridiaceae--AF067965 (Valid)	91.2413793103
Anaerocolumna cellulosilytica--Lachnospiraceae--AB298755 (Valid)	91.2413793103
Roseburia hominis--Lachnospiraceae--AJ270482 (Valid)	91.2353347136
Pseudobutyrivibrio ruminis--Lachnospiraceae--X95893 (Valid)	91.1826452064
Falcatimonas natans--Lachnospiraceae--AB298726 (Valid)	91.1724137931
Blautia coccoides--Unclassified Clostridiales--AB571656 (Valid)	91.1724137931
Clostridium sphenoides--Clostridiaceae--AB075772 (Valid)	91.1541119558
Hespellia stercorisuis--Lachnospiraceae--AF445264 (Valid)	91.1312849162
Ruminococcus gnavus--Ruminococcaceae--X94967 (Valid)	91.1049339819
Clostridium fimetarium--Clostridiaceae--AF126687 (Valid)	91.0344827586
Faecalicatena orotica--Lachnospiraceae--FR749917 (Valid)	91.0344827586
Clostridium lavalense--Clostridiaceae--EF564277 (Valid)	90.9784871617
Blautia hydrogenotrophica--Unclassified Clostridiales--X95624 (Valid)	90.9784871617
Acetivibrio ethanolgignens--Ruminococcaceae--FR749897 (Valid)	90.9592822636
Hespellia porcina--Lachnospiraceae--AF445239 (Valid)	90.95371669
Butyrivibrio crossotus--Lachnospiraceae--ABWN01000012 (Valid)	90.8902691511
Anaerostipes caccae--Lachnospiraceae--AJ270487 (Valid)	90.8771929825
Anaerostipes hadrus--Lachnospiraceae--JF412658 (Valid)	90.8450704225
Coprococcus comes--Lachnospiraceae--EF031542 (Valid)	90.8396946565
Clostridium bolteae--Clostridiaceae--AJ508452 (Valid)	90.8275862069
Ruminococcus torques--Ruminococcaceae--L76604 (Valid)	90.8250355619
Lactobacillus rogosae--Lactobacillaceae--GU269544 (Valid)	90.8141962422
Eubacterium hadrum--Eubacteriaceae--FR749932 (Valid)	90.7586206897
Clostridium clostridioforme--Clostridiaceae--M59089 (Valid)	90.6574394464
Clostridium glycyrrhizinilyticum--Clostridiaceae--AB233029 (Valid)	90.5517241379
Robinsoniella peoriensis--Lachnospiraceae--AF445285 (Valid)	90.275862069
Coprococcus eutactus--Lachnospiraceae--EF031543 (Valid)	90.2015288395
Bacteroides galacturonicus--Bacteroidaceae--DQ497994 (Valid)	89.8174157303
Agathobacter ruminis--Lachnospiraceae--KT229569 (Valid)	89.6842105263
