#Matching species	Similarity (%)
Faecalibacterium prausnitzii--Ruminococcaceae--AJ413954 (Valid)	97.2954230236
Gemmiger formicilis--Hyphomicrobiaceae--GU562446 (Valid)	92.8317955997
Fournierella massiliensis--Ruminococcaceae--LN846908 (Valid)	91.4067914068
Subdoligranulum variabile--Ruminococcaceae--AJ518869 (Valid)	91.2614517266
Ruthenibacterium lactatiformans--Ruminococcaceae--KM098109 (Valid)	90.6444906445
Anaerofilum agile--Ruminococcaceae--X98011 (Valid)	89.3033075299
Anaerofilum pentosovorans--Ruminococcaceae--X97852 (Valid)	89.1701828411
Agathobaculum butyriciproducens--Ruminococcaceae--KP889099 (Valid)	88.102189781
Eubacterium siraeum--Eubacteriaceae--L34625 (Valid)	87.5437368789
Butyricicoccus faecihominis--Clostridiaceae--LC082228 (Valid)	87.5268817204
Clostridium methylpentosum--Clostridiaceae--Y18181 (Valid)	87.4823196605
Ruminococcus callidus--Ruminococcaceae--L76596 (Valid)	87.4452554745
Butyricicoccus pullicaecorum--Clostridiaceae--EU410376 (Valid)	87.092297016
Caproiciproducens galactitolivorans--Unclassified Clostridiales--FJ805840 (Valid)	87.0111731844
Anaerotruncus colihominis--Ruminococcaceae--AJ315980 (Valid)	86.826783115
Ethanoligenens harbinense--Ruminococcaceae--AY295777 (Valid)	86.7132867133
Ruminococcus flavefaciens--Ruminococcaceae--L76603 (Valid)	86.6955892986
Harryflintia acetispora--Ruminococcaceae--KU999999 (Valid)	86.5243004418
Clostridium leptum--Clostridiaceae--AJ305238 (Valid)	86.4714086471
Acetanaerobacterium elongatum--Ruminococcaceae--AY487928 (Valid)	86.3289382373
Clostridium jeddahense--Clostridiaceae--HG726040 (Valid)	86.1415025529
Acutalibacter muris--Clostridiaceae--KR364749 (Valid)	86.1303744799
Hydrogenoanaerobacterium saccharovorans--Ruminococcaceae--EU158190 (Valid)	86.012526096
Ruminococcus albus--Ruminococcaceae--L76598 (Valid)	86.0114777618
Clostridium straminisolvens--Clostridiaceae--AB125279 (Valid)	85.9636871508
Clostridium alkalicellulosi--Clostridiaceae--AY959944 (Valid)	85.9125607217
Intestinimonas butyriciproducens--Ruminococcaceae--KC311367 (Valid)	85.7938718663
Clostridium thermocellum--Clostridiaceae--CP000568 (Valid)	85.7737682165
Clostridium cellulosi--Clostridiaceae--L09177 (Valid)	85.5949895616
Acetivibrio cellulolyticus--Ruminococcaceae--L35516 (Valid)	85.5042016807
Ruminococcus champanellensis--Ruminococcaceae--AJ515913 (Valid)	85.2962692026
Herbivorax saccincola--Ruminococcaceae--LN868252 (Valid)	85.1851851852
Flavonifractor plautii--Unclassified Clostridiales--AY724678 (Valid)	85.1048951049
Pseudobacteroides cellulosolvens--Ruminococcaceae--HE862234 (Valid)	84.9477351916
Clostridium viride--Clostridiaceae--X81125 (Valid)	84.8780487805
Oscillibacter valericigenes--Oscillospiraceae--AB238598 (Valid)	84.8357791754
Pseudoflavonifractor capillosus--Unclassified Clostridiales--AY136666 (Valid)	84.8189415042
Agathobaculum desmolans--Ruminococcaceae--L34618 (Valid)	84.8039215686
Sporobacter termitidis--Ruminococcaceae--Z49863 (Valid)	84.7386759582
Clostridium clariflavum--Clostridiaceae--AB186359 (Valid)	84.6531184303
Eubacterium coprostanoligenes--Eubacteriaceae--HM037995 (Valid)	84.5993031359
Bacteroides cellulosolvens--Bacteroidaceae--L35517 (Valid)	84.3837535014
Ruminococcus bromii--Ruminococcaceae--L76600 (Valid)	84.2565597668
Clostridium stercorarium--Clostridiaceae--AF266461 (Valid)	84.21418637
Mageeibacillus indolicus--Ruminococcaceae--GQ900631 (Valid)	84.1225626741
Clostridium sporosphaeroides--Clostridiaceae--X66002 (Valid)	83.9130434783
Clostridium termitidis--Clostridiaceae--FR733680 (Valid)	83.8306731437
Clostridium papyrosolvens--Clostridiaceae--X71852 (Valid)	83.8306731437
Clostridium cellobioparum--Clostridiaceae--X71856 (Valid)	83.6224843858
Clostridium stercorarium--Clostridiaceae--AJ310082 (Valid)	83.3912439194
