#Matching species	Similarity (%)
Eisenbergiella tayi--Clostridiaceae--KF814111 (Valid)	98.2633863965
Clostridium clostridioforme--Clostridiaceae--M59089 (Valid)	97.7961432507
Clostridium citroniae--Clostridiaceae--DQ279737 (Valid)	97.6727785614
Kineothrix alysoides--Lachnospiraceae--KX356505 (Valid)	97.652916074
Clostridium lavalense--Clostridiaceae--EF564277 (Valid)	97.5172413793
Clostridium aldenense--Clostridiaceae--DQ279736 (Valid)	97.3988439306
Fusicatenibacter saccharivorans--Clostridiaceae--AB698910 (Valid)	97.3220577872
Hungatella hathewayi--Clostridiaceae--AJ311620 (Valid)	96.8509447166
Clostridium bolteae--Clostridiaceae--AJ508452 (Valid)	96.7100753941
Hungatella effluvii--Clostridiaceae--HE603919 (Valid)	96.6571834993
Blautia stercoris--Unclassified Clostridiales--HM626177 (Valid)	96.496350365
Clostridium xylanolyticum--Clostridiaceae--X76739 (Valid)	96.4360587002
Blautia producta--Unclassified Clostridiales--L76595 (Valid)	96.3276836158
Roseburia intestinalis--Lachnospiraceae--AJ312385 (Valid)	96.0851648352
Roseburia faecis--Lachnospiraceae--AY305310 (Valid)	96.0
Clostridium asparagiforme--Clostridiaceae--AJ582080 (Valid)	95.8477508651
Extibacter muris--Clostridiaceae--KR364761 (Valid)	95.7953749124
Marvinbryantia formatexigens--Lachnospiraceae--AJ505973 (Valid)	95.7063711911
Roseburia inulinivorans--Lachnospiraceae--AJ270473 (Valid)	95.5555555556
Blautia coccoides--Unclassified Clostridiales--AB571656 (Valid)	95.3360768176
Ruminococcus gauvreauii--Ruminococcaceae--EF529620 (Valid)	95.3168044077
Clostridium amygdalinum--Clostridiaceae--AY353957 (Valid)	95.1989026063
Roseburia hominis--Lachnospiraceae--AJ270482 (Valid)	95.1956074125
Coprococcus comes--Lachnospiraceae--EF031542 (Valid)	95.1068228808
Murimonas intestini--Lachnospiraceae--KC311366 (Valid)	95.0842696629
Clostridium indolis--Clostridiaceae--Y18184 (Valid)	94.9965729952
Falcatimonas natans--Lachnospiraceae--AB298726 (Valid)	94.8594928033
Blautia glucerasea--Unclassified Clostridiales--AB439724 (Valid)	94.8524365134
Faecalimonas umbilicata--Lachnospiraceae--LC192831 (Valid)	94.7838023336
Clostridium saccharolyticum--Clostridiaceae--Y18185 (Valid)	94.4444444444
Blautia obeum--Ruminococcaceae--X85101 (Valid)	94.3828016644
Blautia hansenii--Unclassified Clostridiales--AB534168 (Valid)	94.3719972546
Clostridium algidixylanolyticum--Clostridiaceae--AF092549 (Valid)	94.3072702332
Clostridium aerotolerans--Clostridiaceae--X76163 (Valid)	94.3055555556
Desulfotomaculum guttoideum--Peptococcaceae--Y11568 (Valid)	94.2426319397
Anaerotaenia torta--Lachnospiraceae--AB298768 (Valid)	94.1780821918
Clostridium glycyrrhizinilyticum--Clostridiaceae--AB233029 (Valid)	94.0288263555
Ruminococcus gnavus--Ruminococcaceae--X94967 (Valid)	93.724137931
Clostridium sphenoides--Clostridiaceae--AB075772 (Valid)	93.3379120879
Blautia schinkii--Unclassified Clostridiales--X94965 (Valid)	93.2460372157
Clostridium methoxybenzovorans--Clostridiaceae--AF067965 (Valid)	93.0774503084
Eubacterium oxidoreducens--Eubacteriaceae--FR733672 (Valid)	93.067947838
Acetivibrio ethanolgignens--Ruminococcaceae--FR749897 (Valid)	92.8669410151
Clostridium nexile--Clostridiaceae--X73443 (Valid)	92.6846100759
Clostridium celerecrescens--Clostridiaceae--X71848 (Valid)	92.5976696367
Faecalicatena fissicatena--Lachnospiraceae--FR749936 (Valid)	92.31297186
Faecalicatena orotica--Lachnospiraceae--FR749917 (Valid)	92.2443376802
Bacteroides pectinophilus--Bacteroidaceae--ABVQ01000036 (Valid)	91.7751884853
Robinsoniella peoriensis--Lachnospiraceae--AF445285 (Valid)	91.7695473251
Faecalicatena contorta--Lachnospiraceae--FR749946 (Valid)	91.4951989026
