#Matching species	Similarity (%)
Blautia wexlerae--Unclassified Clostridiales--EF036467 (Valid)	98.9909182644
Blautia obeum--Ruminococcaceae--X85101 (Valid)	95.7618567104
Blautia glucerasea--Unclassified Clostridiales--AB439724 (Valid)	95.5600403633
Blautia faecis--Unclassified Clostridiales--HM626178 (Valid)	95.2586206897
Blautia schinkii--Unclassified Clostridiales--X94965 (Valid)	95.156407669
Blautia stercoris--Unclassified Clostridiales--HM626177 (Valid)	94.9624866024
Blautia luti--Unclassified Clostridiales--AJ133124 (Valid)	94.4973544974
Blautia coccoides--Unclassified Clostridiales--AB571656 (Valid)	94.1473259334
Blautia caecimuris--Unclassified Clostridiales--KR364746 (Valid)	93.7304075235
Blautia producta--Unclassified Clostridiales--L76595 (Valid)	93.6642027455
Blautia hansenii--Unclassified Clostridiales--AB534168 (Valid)	93.6427850656
Blautia hydrogenotrophica--Unclassified Clostridiales--X95624 (Valid)	93.5222672065
Clostridium indolis--Clostridiaceae--Y18184 (Valid)	93.2391523713
Clostridium citroniae--Clostridiaceae--DQ279737 (Valid)	93.1818181818
Clostridium bolteae--Clostridiaceae--AJ508452 (Valid)	93.1382441978
Clostridium amygdalinum--Clostridiaceae--AY353957 (Valid)	93.0373360242
Ruminococcus gnavus--Ruminococcaceae--X94967 (Valid)	93.0373360242
Clostridium nexile--Clostridiaceae--X73443 (Valid)	92.9949238579
Clostridium saccharolyticum--Clostridiaceae--Y18185 (Valid)	92.9364278507
Clostridium clostridioforme--Clostridiaceae--M59089 (Valid)	92.8716904277
Hespellia porcina--Lachnospiraceae--AF445239 (Valid)	92.8355196771
Clostridium methoxybenzovorans--Clostridiaceae--AF067965 (Valid)	92.8355196771
Faecalimonas umbilicata--Lachnospiraceae--LC192831 (Valid)	92.7346115035
Clostridium aldenense--Clostridiaceae--DQ279736 (Valid)	92.7346115035
Desulfotomaculum guttoideum--Peptococcaceae--Y11568 (Valid)	92.63370333
Fusicatenibacter saccharivorans--Clostridiaceae--AB698910 (Valid)	92.6315789474
Roseburia inulinivorans--Lachnospiraceae--AJ270473 (Valid)	92.4819773429
Marvinbryantia formatexigens--Lachnospiraceae--AJ505973 (Valid)	92.4318869828
Clostridium celerecrescens--Clostridiaceae--X71848 (Valid)	92.4318869828
Eubacterium hadrum--Eubacteriaceae--FR749932 (Valid)	92.4318869828
Clostridium xylanolyticum--Clostridiaceae--X76739 (Valid)	92.4037460978
Clostridium lavalense--Clostridiaceae--EF564277 (Valid)	92.3935091278
Clostridium sphenoides--Clostridiaceae--AB075772 (Valid)	92.3076923077
Ruminococcus gauvreauii--Ruminococcaceae--EF529620 (Valid)	92.2998986829
Anaerostipes hadrus--Lachnospiraceae--JF412658 (Valid)	92.2360248447
Clostridium asparagiforme--Clostridiaceae--AJ582080 (Valid)	92.2300706357
Murimonas intestini--Lachnospiraceae--KC311366 (Valid)	92.2300706357
Hespellia stercorisuis--Lachnospiraceae--AF445264 (Valid)	92.2300706357
Robinsoniella peoriensis--Lachnospiraceae--AF445285 (Valid)	92.2300706357
Clostridium aerotolerans--Clostridiaceae--X76163 (Valid)	92.2222222222
Roseburia faecis--Lachnospiraceae--AY305310 (Valid)	92.1985815603
Anaerocolumna jejuensis--Lachnospiraceae--AY494606 (Valid)	92.1985815603
Clostridium algidixylanolyticum--Clostridiaceae--AF092549 (Valid)	92.1291624622
Roseburia hominis--Lachnospiraceae--AJ270482 (Valid)	92.0282542886
Eubacterium cellulosolvens--Eubacteriaceae--X71860 (Valid)	92.0121334681
Roseburia intestinalis--Lachnospiraceae--AJ312385 (Valid)	91.9191919192
Agathobacter ruminis--Lachnospiraceae--KT229569 (Valid)	91.8264379415
Faecalicatena contorta--Lachnospiraceae--FR749946 (Valid)	91.8264379415
Anaerostipes caccae--Lachnospiraceae--AJ270487 (Valid)	91.7255297679
Faecalicatena orotica--Lachnospiraceae--FR749917 (Valid)	91.7255297679
