#Matching species	Similarity (%)
Blautia faecis--Unclassified Clostridiales--HM626178 (Valid)	128.528528529
Blautia luti--Unclassified Clostridiales--AJ133124 (Valid)	127.89017341
Blautia stercoris--Unclassified Clostridiales--HM626177 (Valid)	124.686192469
Blautia producta--Unclassified Clostridiales--L76595 (Valid)	123.430962343
Kineothrix alysoides--Lachnospiraceae--KX356505 (Valid)	121.89679219
Blautia caecimuris--Unclassified Clostridiales--KR364746 (Valid)	121.617852162
Lactonifactor longoviformis--Clostridiaceae--DQ100449 (Valid)	121.059972106
Ruminococcus lactaris--Ruminococcaceae--L76602 (Valid)	120.641562064
Ruminococcus torques--Ruminococcaceae--L76604 (Valid)	120.50209205
Muricomes intestini--Unclassified Clostridiales--KR364770 (Valid)	120.083682008
Sellimonas intestinalis--Lachnospiraceae--KP966092 (Valid)	120.083682008
Hungatella hathewayi--Clostridiaceae--AJ311620 (Valid)	118.967921897
Frisingicoccus caecimuris--Unclassified Clostridiales--KR364774 (Valid)	118.828451883
Clostridium xylanolyticum--Clostridiaceae--X76739 (Valid)	118.688981869
Ruminococcus faecis--Ruminococcaceae--FJ611794 (Valid)	118.270571827
Hungatella effluvii--Clostridiaceae--HE603919 (Valid)	117.712691771
Blautia hydrogenotrophica--Unclassified Clostridiales--X95624 (Valid)	116.875871688
Blautia obeum--Ruminococcaceae--X85101 (Valid)	116.59693166
Eubacterium rectale--Eubacteriaceae--L34627 (Valid)	116.317991632
Blautia glucerasea--Unclassified Clostridiales--AB439724 (Valid)	116.178521618
Blautia wexlerae--Unclassified Clostridiales--EF036467 (Valid)	116.039051604
Blautia coccoides--Unclassified Clostridiales--AB571656 (Valid)	115.620641562
Blautia hansenii--Unclassified Clostridiales--AB534168 (Valid)	114.783821478
Roseburia faecis--Lachnospiraceae--AY305310 (Valid)	114.644351464
Eubacterium ventriosum--Eubacteriaceae--L34421 (Valid)	114.644351464
Ruminococcus gauvreauii--Ruminococcaceae--EF529620 (Valid)	114.50488145
Murimonas intestini--Lachnospiraceae--KC311366 (Valid)	114.086471409
Marvinbryantia formatexigens--Lachnospiraceae--AJ505973 (Valid)	113.947001395
Hespellia porcina--Lachnospiraceae--AF445239 (Valid)	113.668061367
Blautia schinkii--Unclassified Clostridiales--X94965 (Valid)	113.668061367
Faecalimonas umbilicata--Lachnospiraceae--LC192831 (Valid)	113.528591353
Falcatimonas natans--Lachnospiraceae--AB298726 (Valid)	113.389121339
Clostridium glycyrrhizinilyticum--Clostridiaceae--AB233029 (Valid)	112.412831241
Hespellia stercorisuis--Lachnospiraceae--AF445264 (Valid)	111.157601116
Desulfotomaculum guttoideum--Peptococcaceae--Y11568 (Valid)	111.157601116
Clostridium indolis--Clostridiaceae--Y18184 (Valid)	111.157601116
Clostridium algidixylanolyticum--Clostridiaceae--AF092549 (Valid)	111.157601116
Clostridium aerotolerans--Clostridiaceae--X76163 (Valid)	110.893854749
Clostridium amygdalinum--Clostridiaceae--AY353957 (Valid)	110.878661088
Ruminococcus gnavus--Ruminococcaceae--X94967 (Valid)	110.878661088
Parasporobacterium paucivorans--Lachnospiraceae--AJ272036 (Valid)	110.59972106
Clostridium sphenoides--Clostridiaceae--AB075772 (Valid)	109.90237099
Eubacterium oxidoreducens--Eubacteriaceae--FR733672 (Valid)	109.205020921
Clostridium saccharolyticum--Clostridiaceae--Y18185 (Valid)	109.205020921
Robinsoniella peoriensis--Lachnospiraceae--AF445285 (Valid)	108.926080893
Clostridium nexile--Clostridiaceae--X73443 (Valid)	108.823529412
Faecalicatena fissicatena--Lachnospiraceae--FR749936 (Valid)	108.507670851
Faecalicatena contorta--Lachnospiraceae--FR749946 (Valid)	108.228730823
Clostridium celerecrescens--Clostridiaceae--X71848 (Valid)	107.810320781
Faecalicatena orotica--Lachnospiraceae--FR749917 (Valid)	107.531380753
