#Matching species	Similarity (%)
Faecalibacterium prausnitzii--Ruminococcaceae--AJ413954 (Valid)	97.4647887324
Gemmiger formicilis--Hyphomicrobiaceae--GU562446 (Valid)	91.9133574007
Fournierella massiliensis--Ruminococcaceae--LN846908 (Valid)	90.9922589726
Subdoligranulum variabile--Ruminococcaceae--AJ518869 (Valid)	90.5714285714
Ruthenibacterium lactatiformans--Ruminococcaceae--KM098109 (Valid)	90.0774102745
Anaerofilum agile--Ruminococcaceae--X98011 (Valid)	89.0857547838
Anaerofilum pentosovorans--Ruminococcaceae--X97852 (Valid)	89.0226628895
Agathobaculum butyriciproducens--Ruminococcaceae--KP889099 (Valid)	87.7323420074
Ruminococcus callidus--Ruminococcaceae--L76596 (Valid)	87.4452554745
Clostridium methylpentosum--Clostridiaceae--Y18181 (Valid)	87.2249822569
Butyricicoccus faecihominis--Clostridiaceae--LC082228 (Valid)	86.9720830351
Eubacterium siraeum--Eubacteriaceae--L34625 (Valid)	86.925795053
Ruminococcus flavefaciens--Ruminococcaceae--L76603 (Valid)	86.9125090383
Harryflintia acetispora--Ruminococcaceae--KU999999 (Valid)	86.7452135493
Acetanaerobacterium elongatum--Ruminococcaceae--AY487928 (Valid)	86.6008462623
Butyricicoccus pullicaecorum--Clostridiaceae--EU410376 (Valid)	86.5398167724
Ethanoligenens harbinense--Ruminococcaceae--AY295777 (Valid)	86.5056818182
Caproiciproducens galactitolivorans--Unclassified Clostridiales--FJ805840 (Valid)	86.4730878187
Ruminococcus albus--Ruminococcaceae--L76598 (Valid)	86.4710093057
Anaerotruncus colihominis--Ruminococcaceae--AJ315980 (Valid)	86.1717612809
Clostridium leptum--Clostridiaceae--AJ305238 (Valid)	86.160397445
Clostridium jeddahense--Clostridiaceae--HG726040 (Valid)	85.661218425
Clostridium cellulosi--Clostridiaceae--L09177 (Valid)	85.6537102473
Acutalibacter muris--Clostridiaceae--KR364749 (Valid)	85.6338028169
Intestinimonas butyriciproducens--Ruminococcaceae--KC311367 (Valid)	85.5421686747
Hydrogenoanaerobacterium saccharovorans--Ruminococcaceae--EU158190 (Valid)	85.4416961131
Ruminococcus champanellensis--Ruminococcaceae--AJ515913 (Valid)	85.3694220922
Clostridium thermocellum--Clostridiaceae--CP000568 (Valid)	85.2713178295
Clostridium alkalicellulosi--Clostridiaceae--AY959944 (Valid)	84.918957012
Agathobaculum desmolans--Ruminococcaceae--L34618 (Valid)	84.9083215797
Clostridium viride--Clostridiaceae--X81125 (Valid)	84.7517730496
Flavonifractor plautii--Unclassified Clostridiales--AY724678 (Valid)	84.6975088968
Clostridium straminisolvens--Clostridiaceae--AB125279 (Valid)	84.6917080085
Oscillibacter valericigenes--Oscillospiraceae--AB238598 (Valid)	84.6808510638
Ruminococcus bromii--Ruminococcaceae--L76600 (Valid)	84.6603360117
Pseudoflavonifractor capillosus--Unclassified Clostridiales--AY136666 (Valid)	84.4082211198
Bacteroides cellulosolvens--Bacteroidaceae--L35517 (Valid)	84.3683083512
Pseudobacteroides cellulosolvens--Ruminococcaceae--HE862234 (Valid)	84.3595187544
Herbivorax saccincola--Ruminococcaceae--LN868252 (Valid)	84.336475707
Acetivibrio cellulolyticus--Ruminococcaceae--L35516 (Valid)	84.3304843305
Sporobacter termitidis--Ruminococcaceae--Z49863 (Valid)	84.1696113074
Clostridium sporosphaeroides--Clostridiaceae--X66002 (Valid)	83.9114391144
Eubacterium coprostanoligenes--Eubacteriaceae--HM037995 (Valid)	83.8412473423
Clostridium termitidis--Clostridiaceae--FR733680 (Valid)	83.7209302326
Clostridium cellobioparum--Clostridiaceae--X71856 (Valid)	83.5095137421
Mageeibacillus indolicus--Ruminococcaceae--GQ900631 (Valid)	83.4868887314
Clostridium papyrosolvens--Clostridiaceae--X71852 (Valid)	83.3685694151
Anaerobacterium chartisolvens--Ruminococcaceae--AB793710 (Valid)	83.2034018427
Clostridium clariflavum--Clostridiaceae--AB186359 (Valid)	83.0866807611
Blautia stercoris--Unclassified Clostridiales--HM626177 (Valid)	82.5385179751
