#Matching species	Similarity (%)
Veillonella dispar--Veillonellaceae--AF439639 (Valid)	101.965065502
Veillonella rogosae--Veillonellaceae--EF108443 (Valid)	100.96798213
Veillonella atypica--Veillonellaceae--AF439641 (Valid)	100.714285714
Veillonella caviae--Veillonellaceae--AY355140 (Valid)	100.427960057
Veillonella rodentium--Veillonellaceae--AY514996 (Valid)	100.153139357
Veillonella parvula--Veillonellaceae--AY995767 (Valid)	100.067340067
Veillonella denticariosi--Veillonellaceae--EF185167 (Valid)	99.797979798
Veillonella tobetsuensis--Veillonellaceae--AB679109 (Valid)	99.3293091885
Veillonella seminalis--Veillonellaceae--AY211542 (Valid)	96.9471332837
Veillonella magna--Veillonellaceae--EU096495 (Valid)	96.8188105118
Veillonella montpellierensis--Veillonellaceae--AF473836 (Valid)	96.5909090909
Veillonella ratti--Veillonellaceae--AY355138 (Valid)	96.4899713467
Veillonella criceti--Veillonellaceae--AF186072 (Valid)	96.0837272113
Megasphaera micronuciformis--Veillonellaceae--AF473834 (Valid)	92.9487179487
Megasphaera elsdenii--Veillonellaceae--U95027 (Valid)	92.1484653819
Anaeroglobus geminatus--Veillonellaceae--AF338413 (Valid)	91.2330719886
Dialister micraerophilus--Veillonellaceae--AF473837 (Valid)	90.5160390516
Megasphaera cerevisiae--Veillonellaceae--L37040 (Valid)	90.5109489051
Dialister propionicifaciens--Veillonellaceae--AY850119 (Valid)	90.4454022989
Megasphaera massiliensis--Veillonellaceae--JX424772 (Valid)	90.4155495979
Megasphaera sueciensis--Veillonellaceae--DQ223729 (Valid)	90.2471609886
Propionispira arcuata--Selenomonadaceae--AB298743 (Valid)	90.1408450704
Anaerospora hongkongensis--Sporomusaceae--AY372050 (Valid)	90.0544959128
Megasphaera paucivorans--Veillonellaceae--DQ223730 (Valid)	89.5123580494
Megasphaera indica--Veillonellaceae--HM990965 (Valid)	89.0227576975
Dialister pneumosintes--Veillonellaceae--X82500 (Valid)	88.9261744966
Dialister invisus--Veillonellaceae--AY162469 (Valid)	88.672922252
Anaerosporomusa subterranea--Sporomusaceae--KX268498 (Valid)	88.4693189481
Anaerosinus glycerini--Sporomusaceae--AJ010960 (Valid)	88.4615384615
Propionispira raffinosivorans--Selenomonadaceae--DQ217599 (Valid)	88.3802816901
Anaeroarcus burkinensis--Sporomusaceae--AJ010961 (Valid)	88.1596752368
Dialister succinatiphilus--Veillonellaceae--AB370249 (Valid)	88.0697050938
Allisonella histaminiformans--Veillonellaceae--AF548373 (Valid)	87.9091516366
Phascolarctobacterium faecium--Acidaminococcaceae--X72865 (Valid)	87.7098723976
Propionispira paucivorans--Selenomonadaceae--HE582762 (Valid)	87.6344086022
Propionispora hippei--Sporomusaceae--AJ508927 (Valid)	87.6260928043
Anaeromusa acidaminophila--Sporomusaceae--AF071415 (Valid)	87.5843454791
Sporomusa sphaeroides--Sporomusaceae--AJ279801 (Valid)	87.4747474747
Propionispora vibrioides--Sporomusaceae--AJ279802 (Valid)	87.4243443174
Acidaminococcus fermentans--Acidaminococcaceae--X78017 (Valid)	87.3069173942
Selenomonas bovis--Selenomonadaceae--EF139191 (Valid)	87.2994652406
Acetonema longum--Sporomusaceae--AJ010964 (Valid)	87.2972972973
Sporomusa ovata--Sporomusaceae--AJ279800 (Valid)	87.2469635628
Propionispira arboris--Selenomonadaceae--Y18190 (Valid)	87.213342599
Sporomusa malonica--Sporomusaceae--AJ279799 (Valid)	86.6845998655
Pelosinus propionicus--Sporomusaceae--AM258975 (Valid)	86.4737550471
Sporomusa paucivorans--Sporomusaceae--FR749939 (Valid)	86.4646464646
Dendrosporobacter quercicolus--Sporomusaceae--AJ010962 (Valid)	86.3913337847
Sporomusa aerivorans--Sporomusaceae--AJ506191 (Valid)	86.3881401617
Mitsuokella jalaludinii--Selenomonadaceae--AF479674 (Valid)	86.2115127175
