#Matching species	Similarity (%)
Faecalibacterium prausnitzii--Ruminococcaceae--AJ413954 (Valid)	98.3835415136
Gemmiger formicilis--Hyphomicrobiaceae--GU562446 (Valid)	93.3823529412
Subdoligranulum variabile--Ruminococcaceae--AJ518869 (Valid)	93.0933137399
Fournierella massiliensis--Ruminococcaceae--LN846908 (Valid)	92.5055106539
Ruthenibacterium lactatiformans--Ruminococcaceae--KM098109 (Valid)	91.4033798677
Anaerofilum agile--Ruminococcaceae--X98011 (Valid)	89.9034892353
Anaerofilum pentosovorans--Ruminococcaceae--X97852 (Valid)	89.9034892353
Ruminococcus callidus--Ruminococcaceae--L76596 (Valid)	88.3244882487
Butyricicoccus faecihominis--Clostridiaceae--LC082228 (Valid)	87.9454131918
Clostridium methylpentosum--Clostridiaceae--Y18181 (Valid)	87.8448918717
Agathobaculum butyriciproducens--Ruminococcaceae--KP889099 (Valid)	87.7941176471
Harryflintia acetispora--Ruminococcaceae--KU999999 (Valid)	87.6691729323
Ruminococcus flavefaciens--Ruminococcaceae--L76603 (Valid)	87.4147081122
Butyricicoccus pullicaecorum--Clostridiaceae--EU410376 (Valid)	87.3436350258
Anaerotruncus colihominis--Ruminococcaceae--AJ315980 (Valid)	87.2713414634
Eubacterium siraeum--Eubacteriaceae--L34625 (Valid)	86.9372693727
Ethanoligenens harbinense--Ruminococcaceae--AY295777 (Valid)	86.9117647059
Clostridium leptum--Clostridiaceae--AJ305238 (Valid)	86.8382352941
Acetanaerobacterium elongatum--Ruminococcaceae--AY487928 (Valid)	86.7549668874
Eubacterium coprostanoligenes--Eubacteriaceae--HM037995 (Valid)	86.7256637168
Ruminococcus albus--Ruminococcaceae--L76598 (Valid)	86.722306525
Caproiciproducens galactitolivorans--Unclassified Clostridiales--FJ805840 (Valid)	86.6911764706
Acutalibacter muris--Clostridiaceae--KR364749 (Valid)	86.3235294118
Hydrogenoanaerobacterium saccharovorans--Ruminococcaceae--EU158190 (Valid)	86.2730627306
Clostridium cellulosi--Clostridiaceae--L09177 (Valid)	86.2398822664
Ruminococcus bromii--Ruminococcaceae--L76600 (Valid)	86.2121212121
Ruminococcus champanellensis--Ruminococcaceae--AJ515913 (Valid)	86.1861861862
Intestinimonas butyriciproducens--Ruminococcaceae--KC311367 (Valid)	86.1662987491
Clostridium thermocellum--Clostridiaceae--CP000568 (Valid)	85.9455481972
Clostridium jeddahense--Clostridiaceae--HG726040 (Valid)	85.8088235294
Clostridium clariflavum--Clostridiaceae--AB186359 (Valid)	85.798816568
Clostridium straminisolvens--Clostridiaceae--AB125279 (Valid)	85.5776306107
Papillibacter cinnamivorans--Ruminococcaceae--AF167711 (Valid)	85.5040470935
Clostridium alkalicellulosi--Clostridiaceae--AY959944 (Valid)	85.4304635762
Agathobaculum desmolans--Ruminococcaceae--L34618 (Valid)	85.4289940828
Flavonifractor plautii--Unclassified Clostridiales--AY724678 (Valid)	85.3568800589
Oscillibacter valericigenes--Oscillospiraceae--AB238598 (Valid)	85.3460972018
Oscillibacter ruminantium--Oscillospiraceae--JF750939 (Valid)	85.2985074627
Pseudoflavonifractor capillosus--Unclassified Clostridiales--AY136666 (Valid)	85.136129507
Clostridium viride--Clostridiaceae--X81125 (Valid)	85.1251840943
Herbivorax saccincola--Ruminococcaceae--LN868252 (Valid)	85.0625459897
Acetivibrio cellulolyticus--Ruminococcaceae--L35516 (Valid)	84.9779086892
Pseudobacteroides cellulosolvens--Ruminococcaceae--HE862234 (Valid)	84.6833578792
Sporobacter termitidis--Ruminococcaceae--Z49863 (Valid)	84.6720707443
Blautia stercoris--Unclassified Clostridiales--HM626177 (Valid)	84.367816092
Anaerobacterium chartisolvens--Ruminococcaceae--AB793710 (Valid)	84.3267108168
Clostridium sporosphaeroides--Clostridiaceae--X66002 (Valid)	84.2415316642
Bacteroides cellulosolvens--Bacteroidaceae--L35517 (Valid)	84.2066420664
Clostridium termitidis--Clostridiaceae--FR733680 (Valid)	84.1795437822
Mageeibacillus indolicus--Ruminococcaceae--GQ900631 (Valid)	84.0323767476
