#Matching species	Similarity (%)
Clostridium amygdalinum--Clostridiaceae--AY353957 (Valid)	94.049247606
Clostridium saccharolyticum--Clostridiaceae--Y18185 (Valid)	93.9207650273
Clostridium indolis--Clostridiaceae--Y18184 (Valid)	93.7841530055
Clostridium xylanolyticum--Clostridiaceae--X76739 (Valid)	93.5799023029
Desulfotomaculum guttoideum--Peptococcaceae--Y11568 (Valid)	93.4426229508
Clostridium methoxybenzovorans--Clostridiaceae--AF067965 (Valid)	93.4426229508
Roseburia intestinalis--Lachnospiraceae--AJ312385 (Valid)	93.4291581109
Clostridium algidixylanolyticum--Clostridiaceae--AF092549 (Valid)	93.3743169399
Clostridium celerecrescens--Clostridiaceae--X71848 (Valid)	93.306010929
Eubacterium oxidoreducens--Eubacteriaceae--FR733672 (Valid)	93.2330827068
Clostridium aerotolerans--Clostridiaceae--X76163 (Valid)	93.2085932086
Clostridium sphenoides--Clostridiaceae--AB075772 (Valid)	93.1553730322
Hungatella hathewayi--Clostridiaceae--AJ311620 (Valid)	93.1420573828
Fusicatenibacter saccharivorans--Clostridiaceae--AB698910 (Valid)	93.0985915493
Clostridium aldenense--Clostridiaceae--DQ279736 (Valid)	93.0735930736
Clostridium bolteae--Clostridiaceae--AJ508452 (Valid)	93.0327868852
Hungatella effluvii--Clostridiaceae--HE603919 (Valid)	93.0298719772
Clostridium citroniae--Clostridiaceae--DQ279737 (Valid)	93.0183356841
Blautia coccoides--Unclassified Clostridiales--AB571656 (Valid)	92.8229665072
Roseburia hominis--Lachnospiraceae--AJ270482 (Valid)	92.8180574555
Clostridium clostridioforme--Clostridiaceae--M59089 (Valid)	92.7785419532
Blautia producta--Unclassified Clostridiales--L76595 (Valid)	92.5246826516
Faecalicatena fissicatena--Lachnospiraceae--FR749936 (Valid)	92.4863387978
Roseburia faecis--Lachnospiraceae--AY305310 (Valid)	92.4827586207
Eubacterium uniforme--Eubacteriaceae--GU269550 (Valid)	92.4567474048
Falcatimonas natans--Lachnospiraceae--AB298726 (Valid)	92.4128503076
Ruminococcus gnavus--Ruminococcaceae--X94967 (Valid)	92.3658872077
Faecalicatena contorta--Lachnospiraceae--FR749946 (Valid)	92.349726776
Faecalicatena orotica--Lachnospiraceae--FR749917 (Valid)	92.3444976077
Clostridium nexile--Clostridiaceae--X73443 (Valid)	92.3024054983
Coprococcus comes--Lachnospiraceae--EF031542 (Valid)	92.2865013774
Clostridium lavalense--Clostridiaceae--EF564277 (Valid)	92.217630854
Clostridium asparagiforme--Clostridiaceae--AJ582080 (Valid)	92.190739461
Syntrophococcus sucromutans--Lachnospiraceae--AF202264 (Valid)	92.1124828532
Kineothrix alysoides--Lachnospiraceae--KX356505 (Valid)	92.0454545455
Clostridium glycyrrhizinilyticum--Clostridiaceae--AB233029 (Valid)	91.9343814081
Robinsoniella peoriensis--Lachnospiraceae--AF445285 (Valid)	91.8660287081
Ruminococcus torques--Ruminococcaceae--L76604 (Valid)	91.8136908963
Roseburia inulinivorans--Lachnospiraceae--AJ270473 (Valid)	91.7532917533
Lactonifactor longoviformis--Clostridiaceae--DQ100449 (Valid)	91.7018284107
Blautia hansenii--Unclassified Clostridiales--AB534168 (Valid)	91.6666666667
Faecalimonas umbilicata--Lachnospiraceae--LC192831 (Valid)	91.5983606557
Murimonas intestini--Lachnospiraceae--KC311366 (Valid)	91.5848527349
Blautia obeum--Ruminococcaceae--X85101 (Valid)	91.4246196404
Marvinbryantia formatexigens--Lachnospiraceae--AJ505973 (Valid)	91.3674033149
Dorea formicigenerans--Lachnospiraceae--L34619 (Valid)	91.2208504801
Ruminococcus gauvreauii--Ruminococcaceae--EF529620 (Valid)	91.1157024793
Clostridium fimetarium--Clostridiaceae--AF126687 (Valid)	91.0519125683
Eubacterium cellulosolvens--Eubacteriaceae--X71860 (Valid)	91.045796309
Clostridium symbiosum--Clostridiaceae--M59112 (Valid)	90.8716540837
