#Matching species	Similarity (%)
Clostridium straminisolvens--Clostridiaceae--AB125279 (Valid)	87.7318116976
Clostridium thermocellum--Clostridiaceae--CP000568 (Valid)	87.1722182849
Clostridium aldrichii--Clostridiaceae--X71846 (Valid)	86.8607954545
Clostridium alkalicellulosi--Clostridiaceae--AY959944 (Valid)	86.6572036906
Pseudobacteroides cellulosolvens--Ruminococcaceae--HE862234 (Valid)	86.4091559371
Clostridium cellobioparum--Clostridiaceae--X71856 (Valid)	85.9375
Bacteroides cellulosolvens--Bacteroidaceae--L35517 (Valid)	85.8891288697
Anaerobacterium chartisolvens--Ruminococcaceae--AB793710 (Valid)	85.8873841768
Clostridium termitidis--Clostridiaceae--FR733680 (Valid)	85.8664772727
Clostridium tepidiprofundi--Clostridiaceae--EF197795 (Valid)	85.6733524355
Clostridium argentinense--Clostridiaceae--X68316 (Valid)	85.5611150822
Papillibacter cinnamivorans--Ruminococcaceae--AF167711 (Valid)	85.4597291518
Butyricicoccus pullicaecorum--Clostridiaceae--EU410376 (Valid)	85.4416961131
Clostridium papyrosolvens--Clostridiaceae--X71852 (Valid)	85.4299928927
Clostridium schirmacherense--Clostridiaceae--AM114453 (Valid)	85.376344086
Sporobacter termitidis--Ruminococcaceae--Z49863 (Valid)	85.3361945637
Clostridium sporogenes--Clostridiaceae--X68189 (Valid)	85.275196569
Hathewaya histolytica--Clostridiaceae--AB566416 (Valid)	85.2646638054
Clostridium botulinum--Clostridiaceae--L37585 (Valid)	85.2037169407
Clostridium stercorarium--Clostridiaceae--AJ310082 (Valid)	85.200845666
Hathewaya limosa--Clostridiaceae--FR870444 (Valid)	85.1931330472
Clostridium stercorarium--Clostridiaceae--AF266461 (Valid)	85.119887165
Eubacterium combesii--Eubacteriaceae--AY533380 (Valid)	85.1186196981
Saccharofermentans acetigenes--Clostridiaceae--AY949857 (Valid)	85.1169383416
Herbivorax saccincola--Ruminococcaceae--LN868252 (Valid)	85.0877192982
Clostridium sufflavum--Clostridiaceae--AB267266 (Valid)	84.9344978166
Clostridium cellulosi--Clostridiaceae--L09177 (Valid)	84.896206156
Oscillibacter valericigenes--Oscillospiraceae--AB238598 (Valid)	84.8614072495
Mageeibacillus indolicus--Ruminococcaceae--GQ900631 (Valid)	84.8398576512
Oceanirhabdus sediminicola--Clostridiaceae--JQ771468 (Valid)	84.8137535817
Ruminococcus flavefaciens--Ruminococcaceae--L76603 (Valid)	84.6931407942
Intestinimonas butyriciproducens--Ruminococcaceae--KC311367 (Valid)	84.6699787083
Flavonifractor plautii--Unclassified Clostridiales--AY724678 (Valid)	84.664764622
Ruminococcus albus--Ruminococcaceae--L76598 (Valid)	84.6098783107
Hathewaya proteolytica--Clostridiaceae--X73448 (Valid)	84.5767575323
Ercella succinigenes--Ruminococcaceae--HG003571 (Valid)	84.5683728037
Clostridium methylpentosum--Clostridiaceae--Y18181 (Valid)	84.5441595442
Pseudoflavonifractor capillosus--Unclassified Clostridiales--AY136666 (Valid)	84.2329545455
Clostridium pasteurianum--Clostridiaceae--FR870440 (Valid)	84.1954022989
Oscillibacter ruminantium--Oscillospiraceae--JF750939 (Valid)	84.1648590022
Clostridium collagenovorans--Clostridiaceae--X73439 (Valid)	84.1349605169
Ruminococcus champanellensis--Ruminococcaceae--AJ515913 (Valid)	84.0858623242
Fournierella massiliensis--Ruminococcaceae--LN846908 (Valid)	84.076433121
Caproiciproducens galactitolivorans--Unclassified Clostridiales--FJ805840 (Valid)	83.8940586972
Clostridium hungatei--Clostridiaceae--FR749966 (Valid)	83.5799859056
Ruminococcus bromii--Ruminococcaceae--L76600 (Valid)	83.4668608886
Fastidiosipila sanguinis--Ruminococcaceae--AJ575187 (Valid)	83.4553440703
Catabacter hongkongensis--Unclassified Clostridiales--AY574991 (Valid)	83.3096590909
Clostridium cellulolyticum--Clostridiaceae--X71847 (Valid)	82.96973962
Clostridium caenicola--Clostridiaceae--AB221372 (Valid)	82.8047921071
